contentid,capacity,baby_carriage,credit_card,pet,age_range,info_center,open_period,parking,parking_fee,reservation_info,rest_date,scale,use_time,use_fee
131725,,없음,없음,없음,,1522-3111,매년 3월 하순 ~ 11월 하순,주차 가능,무료,"* 전화 1522-3111 <br/>
* 인터넷 예약 <a href=""http://www.yongpyong.co.kr/kor/golf/clubGuide/introduce.do"" target=""_blank"" title=""새창 : 용평 버치힐 골프클럽 홈페이지로 이동"">http://www.yongpyong.co.kr</a>","월 1회 화요일 휴장 (공휴일, 성수기 제외)","7,000yd",,
130989,,가능,가능,가능,,1522-3111,3월 ~ 11월,주차 가능,,"전화예약 1522-3111 / 현장문의 033-335-5757 <br />
인터넷예약 <a href=""http://www.yongpyong.co.kr/kor/golf/clubGuide/introduce.do"" target=""_blank"" title=""새창 : 용평골프클럽 홈페이지로 이동"">http://www.yongpyong.co.kr</a>","격주 월요일 휴장 (공휴일, 성수기 제외)","6,800yd /18홀 72파",,
131634,,없음,가능,없음,,"예약문의 1588-0009<br />
현장문의 033-335-5757",,주차 가능,,"(예약문의) 1588-0009 (현장문의) 033-335-5757<br />
<a href=""http://www.yongpyong.co.kr"" target=""_blank"" title=""새창 : 용평리조트 홈페이지로 이동"">http://www.yongpyong.co.kr</a>",,,"주간 09:00~17:00 <br />
야간 19:00~22:00 <br />
야간Ⅱ 19:00~24:00",
506231,,없음,가능,없음,,용평스키라인 033-335-1991,,,,전화 문의 033-335-1991,동절기 무휴,,,
1945525,,없음,가능,불가,,원주레일파크 고객센터 033-733-6600,,주차 가능,원주레일파크 이용 고객 3시간 무료<br />장애인 차량 50% 할인,"홈페이지 : <a href=""http://www.wjrailpark.com"" target=""_blank"" title=""새창 : 원주레일파크 홈페이지로 이동"">http://www.wjrailpark.com</a> <br />
전화 문의 : 033-733-6600",연중무휴,,"[하절기 3월 초~11월 중순]<br />
1회차 09:30<br />
2회차 11:10<br />
3회차 12:50<br />
4회차 14:30<br />
5회차 16:10<br />
6회차 17:50<br />
[동절기 11월 중순~2월 말]<br />
1회차 10:00<br />
2회차 12:00<br />
3회차 14:00<br />
4회차 16:00<br />",
131474,,없음,없음,없음,,033-742-9997,,주차가능,,033-742-9997,,,09:00~21:00,
2370917,,없음,없음,없음,,033-737-4758,,주차 가능,무료,,,,,
1626261,,없음,없음,없음,,원천낚시터 033-441-3677,,,,,,"30,000평 / 수심 1~2m",,
513359,,없음,가능,없음,,월드스키 033-344-4221,,주차 가능,,전화 문의 033-344-4221,동절기 무휴,,,
131299,,없음,가능,없음,,웰리힐리파크 스노우파크 1544-8833,,주차 가능,,"전화 문의 1544-8833 <br />
홈페이지 <a href=""http://www.wellihillipark.com"" target=""_blank"" title=""새창 : 웰리힐리파크 홈페이지로 이동"">http://www.wellihillipark.com</a>",,,"주간타임 08:30 ~ 16:30<br />
정설시간 16:30 ~ 18:30<br />
야간타임 18:30 ~ 22:30<br />
심야타임 21:00 ~ 24:00<br />
철야타임 22:00 ~ 02:00",
131036,,없음,없음,없음,,033-260-5221,,,,,,,,
131372,,없음,없음,없음,,이무기낚시터 033-747-3386,,,,033-747-3386,,"5,000여평",,
1911434,,없음,없음,없음,,인제 나르샤파크 033-461-0141,,,,"홈페이지 : <a href=""http://www.inje-themepark.com"" target=""_blank"" title=""새창 : 인제나르샤파크 홈페이지로 이동"">http://www.inje-themepark.com</a><br />
전화 문의 : 033-461-0141",,,,
2018223,,없음,없음,없음,,인제스피디움 1644-3366,,주차 가능,,"홈페이지 <a href=""http://www.speedium.co.kr"" target=""_blank"" title=""새창:인제스피디움 홈페이지로 이동"">http://www.speedium.co.kr</a><br />
전화 문의 1644-3366",,,홈페이지 참고,
131074,,없음,없음,없음,,원덕읍사무소 033-572-6011,,,,,,,,
131635,,없음,없음,없음,,조나단패러글라이딩스쿨 033-332-2625,,,,,,,,
131073,,없음,없음,없음,,삼척시청 해양수산과 033-570-3915,,,,,,,,
2494745,,없음,가능,불가,,"심곡매표소 033-641-9445<br />
정동매표소 033-641-9444",,"정동 4개소/심곡 2개소(버스 60대, 승용차 200대)",,,"1. 지진, 해일, 태풍, 폭설 등 자연재해가 예상되어 관람객의 안전에 문제가 있다고 판단되는 경우<br >2. 군사작전 수행을 위해 사용하는 경우<br />3. 시설물의 개·보수 또는 시설물의 안전에 문제가 있다고 판단되는 경우",2.86km,"하절기(4월~10월) 09:00~17:30<br>
동절기(11월~3월) 09:00~16:30<br>
※ 매표시간 마감 1시간 전",
2396259,,없음,없음,없음,,정동진 레일바이크 033-655-7786,,정동진역 공영주차장,무료,,,,"* 하절기(3월~10월)/동절기(11월~2월)<br />
- 정동진역 : 09:00~17:00<br />
- 모래시계공원 : 08:50 ~16:50<br />
※ 동절기 : 정동진역 17:00, 모래시계공원 16:50 미운행<br />
운행시간 안내 <a href=""http://www.sunbike.kr/opGuide/opTime.asp""target=""_blank"" title=""새창: 운행시간 안내 "">http://www.sunbike.kr/opGuide/opTime.asp</a>",
2524343,"6,500명",없음,없음,없음,,올림픽 특별콜센터 1330,,,,,,,,
1936389,,불가,가능,없음,,정선레일바이크 033-563-8787,,주차 가능,,"정선레일바이크 <a href=""http://www.railbike.co.kr/infault.asp"" target=""_blank"" title=""새창: 정선레일바이크 "">http://www.railbike.co.kr/infault.asp</a>",,,"* 하절기(3~10월) <br />
08:40, 10:30, 13:00, 14:50, 16:40 (총 5회) <br />
* 동절기(11~2월) <br />
08:40, 10:30, 13:00, 14:50 (총 4회) <br />
* 7~8월 성수기 기간 야간운행 (홈페이지 공지사항 참고)",
131925,,없음,없음,없음,,"서울사무소 02-3472-1877 <br />
평창교육원 033-333-2625",,,,"서울사무소 02-3472-1877 <br />
평창교육원 033-333-2625 <br />
<a href=""http://www.jonathansky.com"" target=""_blank"" title=""새창 : 조나단 패러글라이딩 스쿨 홈페이지로 이동"">http://www.jonathansky.com</a>",,,,
512082,,없음,가능,없음,,좋은친구들 1644-5822,,주차 가능,,전화 문의 033-592-4477,동절기 무휴,,,
131070,,없음,없음,없음,,주문진읍사무소 033-660-3414,,있음,,,,,,
131271,,없음,없음,없음,,주문진관광안내소 033-640-4535,,,,,,,,
131037,,없음,없음,없음,,강릉시 종합관광안내소 033-640-4531,,,,,,"64,000평",,
506464,,없음,가능,없음,,준스키 010-3737-2522,,주차 가능,,,동절기 무휴,,,
131823,"일일 1,000명 수용",없음,없음,없음,,"철원관광레저 033-455-1111, 0033",,주차 가능,,,,,,
2357470,,없음,가능,불가,,철원군 병영체험수련원 033-452-8411,,주차 가능,무료,"홈페이지 <a href=""http://bycamp.cwg.go.kr/site/bycamp/main.do"" target=""_blank"" title=""새창 : 철원군 병영체험수련원 홈페이지로 이동"">http://bycamp.cwg.go.kr/site/bycamp/main.do</a><br />
전화 문의 033-452-8411",,,,
131167,,없음,없음,없음,,033-450-4741,,주차 가능,,전화 문의 033-450-4741,연중무휴,,,
2633902,,없음,없음,불가,,033-575-4605,,,,,,,"하절기(3월 ~ 10월) 09:00 ~ 18:00 (입장마감 17:00)<br />
동절기(11월 ~ 2월) 09:00 ~ 17:00 (입장마감 1600)",
2660545,,없음,가능,불가,전 연령,033-240-1791,2020.04.01 (연중운영) ※휴무일: 매주 화요일,있음 (약 24대) 주변공간 주차가능 50대,무료,"전화 문의 033-240-1791<br />
홈페이지 <a href=""https://www.anitowncampgrounds.com/portal/index/""target=""_blank"" title=""새창: 춘천박사마을 어린이글램핑장 홈페이지로 이동"">https://www.anitowncampgrounds.com/portal/index/</a>",,"글램핑장 24동, 오토 캠핑장 10동","* 입실시간 : 입실일 기준 15시 이후<br />
* 퇴실시간 : 입실일 익일 기준 오후 11시까지<br />
* 추가요금<br />
- 1시간 미만 : 10,000원<br />
- 2시간 미만 : 20,000원<br />
- 2시간 초과 : 1일 이용료<br />
<br />
* 관리실/매점(09:00 ~ 23:00)<br />
* 어린이수영장(10:00~ 18:00 / 50분 운영, 10분 휴식 / 점심시간 11:50 ~ 13:00)",
2661876,,없음,없음,없음,,춘천시청 관광안내소 033-250-3089,,없음,,,연중무휴,,상시이용 가능,없음
131704,,없음,없음,없음,,033-250-3560,,주차 가능,,전화 문의 033-250-3560,,,,
131374,,없음,없음,없음,,취병낚시터 033-731-5908,,,,,,"약 24,000평",,
1840461,"67동(일반영지 - 62동, 캐라반 5동)",가능,가능,불가,,"야영장 관리실 033-732-4635 <br />
치악산국립공원사무소 033-732-5231",4월~11월,영지와 통합,오토캠핑 요금에 포함,"국립공원관리공단 홈페이지 야영장예약 <br /><a href=""http://reservation.knps.or.kr"" target=""_blank"" title=""새창 : 국립공원관리공단 예약 홈페이지로 이동"">http://reservation.knps.or.kr </a>",동절기(12월~3월) 폐쇄,"부지 - 16,000m²",14:000 ~ 12:00(익일),
789760,,없음,없음,없음,,평창군 관광안내 033-330-2399,,,,,연중무휴,,,
231994,,없음,없음,없음,,카트조이 033-452-3822,,,,,연중무휴,,09:00 ~ 19:00,
131981,,없음,없음,없음,,캐라비언 코리아 033-535-3194,,,,,,,,
2616435,,없음,없음,없음,,켄싱턴리조트 설악비치 033-631-7601,,,,,,,,
506216,,없음,가능,없음,,코리아레저스쿨 033-335-7787,,주차 가능,,전화 문의 033-335-7787,동절기 무휴,,,
561609,,없음,없음,없음,,033-455-1137,,,,"홈페이지 : <a href=""http://www.korealeisurecamp.com/"" target=""_blank"" title=""새창 : 코리아레저캠프 홈페이지로 이동"">http://www.korealeisurecamp.com</a><br />
전화 문의 : 033-455-1137",,,,
1973366,,없음,없음,없음,,태백국민체육센터 033-552-4499,,,,"홈페이지 <a href=""http://www.gungang7330.com"" target=""_blank"" title=""새창 : 태백국민체육센터 홈페이지로 이동"">http://www.gungang7330.com</a><br />
전화 문의 033-552-4499","일요일, 법정공휴일",,"수영장  06:00 ~ 22:00<br />
헬　스  06:00 ~ 22:00<br />
토요일  06:00 ~ 18:00",
1973361,,없음,없음,없음,,033-554-0411,,주차 가능,,전화 문의 033-554-0411,,,,
131929,,없음,없음,없음,,태용래프팅 033-374-1444,,,,"홈페이지 : <a href=""http://www.taeyong.co.kr"" target=""_blank"" title=""새창 : 태용래프팅홈페이지로 이동"">http://www.taeyong.co.kr</a><br />
전화 문의 : 033-374-1444",,,,
506614,,없음,가능,없음,,토미스노우보드 033-334-1688,,주차 가능,,전화 문의 033-334-1688,동절기 무휴,,,
131395,,없음,없음,없음,,양구군 관광안내소 033-480-2675,,국도 및 지방도변 공지 및 낚시터 주변,,,,,,
131865,,없음,없음,없음,,파인리즈리조트 1577-6399,,주차 가능,,,,"회원제 27홀 / 코스길이 - 10,229미터 (11,187야드)",,
131367,,없음,없음,없음,,"대표전화 033-731-4811~2<br />
예약문의 033-744-4000",,주차 가능,,"홈페이지 : <a href=""http://www.parkvalley.co.kr"" target=""_blank"" title=""새창 : 파크밸리 골프클럽 홈페이지로 이동"">http://www.parkvalley.co.kr</a><br />
전화 문의 : 033-744-4000",연중무휴,,,
1904623,,불가,가능,불가,만 8세 이상 이용가능(코스별 신장 제한 있음),포레스트 어드벤처 033-333-8138,,주차 가능,무료,,동계시즌,,"하절기 09:00 ~ 18:00<br />
동절기 09:00 ~ 17:00
※ 월요일 휴무",무료
131677,,없음,없음,없음,,평창낚시터식당 033-332-7850,,주차 가능,,033-332-7850,,,,
2524372,,없음,없음,없음,,올림픽 특별콜센터 1330,,,,,,"총 면적 : 5만 8,790㎡ / 지하1층 ~ 지상7층<br />
수용 인원 : 3만 5,000명",,"입장권 2,000원 / 경기 입장권 소지자는 무료"
506252,,없음,가능,없음,,포인트스키 033-336-0297,,주차 가능,,전화 문의 033-336-0297,동절기 무휴,,,
131867,,없음,없음,없음,,"대표전화 1588-7789<br />
예약문의 033-590-7300",,주차 가능,무료,"홈페이지 : <a href=""http://www.high1.com/golf/main.high1"" target=""_blank"" title=""새창 : 하이원 컨트리클럽 홈페이지로 이동"">http://www.high1.com/golf/main.high1</a><br />
전화 문의 : 033-590-7300",,"32만평 파 72, 18홀",일출 30분 후부터 일몰까지,
131869,,없음,가능,없음,,하이원리조트 1588-7789,,주차 가능,,"전화 문의 1588-7789 <br />
홈페이지 <a href=""http://www.high1.com"" target=""_blank"" title=""새창 : 하이원리조트 홈페이지로 이동"">http://www.high1.com</a>",,,,
131069,,없음,없음,없음,,양양 관광안내 033-670-2397,,,,,,,,
131960,,없음,없음,없음,,한백레저 033-461-5033,래프팅 매년 하절기,,,"홈페이지 : <a href=""http://www.hbl.co.kr"" target=""_blank"" title=""새창 : 한백레저 홈페이지로 이동"">http://www.hbl.co.kr</a><br />
전화 문의 : 033-461-5033",,,,
2357514,,없음,없음,없음,,철원군청 관광과 033-450-5365,,,,,,,,
2357515,,없음,없음,없음,,철원군청 관광과 033-450-5365,,,,,,,,
2357516,,없음,없음,없음,,철원군청 관광문화과 033-450-5365,,,,,,,,
2357519,,없음,없음,없음,,철원군청 관광과 033-450-5365,,,,,,,,
2357537,,없음,없음,없음,,철원군청 관광과 033-450-5365,,,,,,,,
2357540,,없음,없음,없음,,철원군청 관광과 033-450-5365,,,,,,,,
131773,,없음,없음,없음,,철원군청 관광과 033-450-5365,,,,개인 업체별로 예약 후 이용,,총 길이 : 2.6km ~ 12.5km,기상 변화에 따라 다름,
1849374,,없음,없음,없음,,"한탄강래프팅 033-452-8006, 033-452-2006",,,,"홈페이지 : <a href=""http://www.rafting114.co.kr"" target=""_blank"" title=""새창 : 한탄강래프팅 홈페이지로 이동"">http://www.rafting114.co.kr</a><br />
전화 문의 : 033-452-8006, 033-452-2006<br />
<br />※ 이용 3~4일전 예약 추천",,,,
131735,,없음,없음,없음,,"대표전화 1577-5759<br />
번지점프 033-452-2211",,,,"홈페이지 : <a href=""http://kleisure.com"" target=""_blank"" title=""새창 : 코리아레저 홈페이지로 이동"">http://kleisure.com</a><br />
전화 문의 : 033-452-2211",,,"09:00~18:00 <br />
* 7~8월 성수기 21:00까지 야간번지 실시",
131946,,없음,없음,없음,,"한탄강썬래프팅 033-452-8989, 070-8868-8989",,,,"한탄강썬래프팅 <a href=""https://www.cwg.go.kr/site/tour/sub.do?key=395"" target=""_blank"" title=""새창 : 철원관광 홈페이지로 이동"">https://www.cwg.go.kr/site/tour/sub.do?key=395</a>",,,,
131909,,없음,없음,없음,,033-576-0611~3,,주차 가능,,전화문의 요망 033-576-0611~3,,,,
131172,,없음,없음,없음,,033-333-6157,,주차 가능,,전화 문의 033-333-6157,연중무휴,,,
2372816,,불가,가능,가능,평균 8세 이상(플라잉짚은 체중 30kg 이상부터 가능),홍천 가리산 레포츠파크 070-8831-8138,매년 03월 초중순부터 11월 말까지(기후에 따라 변동 가능),주차 가능,,유선으로 현장상황 확인 후 현장 예약만 진행.,매주 월요일 / 성수기 및 단체 행사 시 운영,,"09:00~18:00<br />
※포레스트 어드벤처, GPR 서바이벌(4월 ~ 11월)",
2609317,,없음,없음,없음,,화암카트체험장 033-560-3419,,,,,,,09:00~17:00,
514521,,없음,가능,없음,,화이트스포츠 033-342-9800,,주차 가능,,전화 문의 033-342-9800,동절기 무휴,,,
506674,,없음,가능,없음,,화이트캐빈 033-333-7444,,주차 가능,,"홈페이지 <a href=""http://www.whitecabin.com"" target=""_blank"" title=""새창 : 화이트캐빈 홈페이지로 이동"">http://www.whitecabin.com</a>",동절기 무휴,,,
131068,,없음,없음,없음,,화진포 정보화마을 033-682-5700,,,,,,,,
1060256,,없음,없음,없음,,033-440-2575,,,,,,,,
1059957,,없음,없음,없음,,화천 관광안내소 033-440-2557,연중무휴,,,자전거 대여소 : 033-442-7570 (12월 초 ~ 2월 말 겨울철 임시 휴무),,,,
506241,,없음,가능,없음,,환타피아 033-335-8687,,,,전화 문의 033-335-8687,동절기 무휴,,,
131788,,없음,없음,없음,,횡성스포랜드 033-344-2500~1,,300여대 주차 가능,무료,,"매주 월요일, 명절 당일",,"※ 사격장<br />
하절기 09:00~18:00<br />
동절기 09:00~17:00<br />
(기타 시설은 24시간 가능)",
2613678,,없음,없음,없음,,횡성호수길 033-340-2546,,,,,,,,
131300,,없음,가능,없음,전 연령,1588-2828,겨울시즌,주차가능,,"1588-2828 <br />
<a href=""http://www.phoenixpark.co.kr"" target=""_blank"" title=""새창 : 휘닉스 스노우파크 홈페이지로 이동"">http://www.phoenixpark.co.kr</a>",연중무휴,,,
131791,,없음,없음,없음,,휘닉스 평창 1577-0755,,주차 가능,무료,"휘닉스 멤버쉽골프장 <a href=""https://phoenixhnr.co.kr/static/pyeongchang/golf/phoenix-intro"" target=""_blank"" title=""새창 : 휘닉스 멤버쉽골프장 홈페이지로 이동"">https://phoenixhnr.co.kr/static/pyeongchang/golf/phoenix-intro</a>",홈페이지에 사전공지,"18홀, 6,336m",,
131792,,없음,없음,없음,,"휘닉스 평창 1577-0755<br />
휘닉스 태기산CC 033-330-3100",,주차 가능,무료,"홈페이지 : <a href=""https://phoenixhnr.co.kr/pyeongchang/golf/pgc"" target=""_blank"" title=""새창 : 휘닉스 태기산CC 홈페이지로 이동"">https://phoenixhnr.co.kr/pyeongchang/golf/pgc</a> <br />
전화 문의 : 033-330-3100",비시즌 월별 월요일 격주 휴장 (전화문의 요망),,,
2606186,[A코스] 1일 40명/[B코스] 1일 160명,불가,가능,불가,제한없음,"DMZ 평화의길 고객센터 1644-1306 (신청접수문의)<br />
고성군청 담당부서 033-680-3047 (현장운영문의)",,주차가능(소형 310대/대형 10대),"통일전망대 주차료 : 승용 5,000원/대형(11인승 이상) 6,000원","홈페이지 예약(두루누비, 디엠지기)","매주 월요일 휴무, 명절(설, 추석)당일 휴무",,[출발시간] 오전 10:00 / 오후 14:00,
511192,,없음,가능,없음,,K2 스키&보드 010-4840-9662,,주차 가능,,전화 문의 033-262-9665,동절기 무휴,,,
505837,,없음,가능,없음,,033-435-5628,동절기,주차가능,,033-435-5628,동절기 무휴,,,
512289,,없음,가능,없음,,010-9462-7162,,주차 가능,,전화 문의 010-9462-7162,동절기 무휴,,,
1011938,,없음,없음,없음,,033-645-0990,,,,,,,,
1012593,,없음,없음,없음,,"033-645-0990, 033-646-0222",,,,,,,,
1169632,,없음,없음,없음,,"033-645-0990, 033-646-0222",,,,,,,,
1012063,,없음,없음,없음,,033-645-0990,,,,,,,,
1012186,,없음,없음,없음,,"033-645-0990, 033-646-0222",,,,,,,,
1012247,,없음,없음,없음,,"033-645-0990, 033-646-0222",,,,,,,,
1012259,,없음,없음,없음,,"033-645-0990, 033-646-0222",,,,,,,,
1012454,,없음,없음,없음,,"033-645-0990, 033-646-0222",,,,,,,,
1012487,,없음,없음,없음,,"033-645-0990, 033-646-0222",,,,,,,,
1012531,,없음,없음,없음,,"033-645-0990, 033-646-0222",,,,,,,,
131573,,없음,없음,없음,,"대표전화 043-212-7111<br />
예약문의 043-212-2600",,주차 가능,무료,"홈페이지 : <a href=""http://www.grandgolf.co.kr"" target=""_blank"" title=""새창 : 그랜드컨트리클럽 홈페이지로 이동"">http://www.grandgolf.co.kr</a><br />
전화 문의 : 043-212-2600",연중무휴,27홀,일출부터 일몰까지,
1932824,,없음,없음,없음,,043-879-0100~3,,주차 가능,,,,,,
131468,,없음,없음,없음,,043-542-0981,,,,"홈페이지 <a href=""http://9vf.co.kr/"" target=""_blank"" title=""새창 : 나인밸리포레스트 홈페이지로 이동"">http://9vf.co.kr/</a><br />
전화 문의 043-542-0981",연중무휴,,,
131787,,없음,없음,없음,,남한강레포츠 043-423-9199,,,,"홈페이지 : <a href=""http://www.okdy.co.kr"" target=""_blank"" title=""새창 : 남한강레포츠 홈페이지로 이동"">http://www.okdy.co.kr</a><br />
전화 문의 : 043-423-9199",,,,
131293,,없음,없음,없음,,엄정면사무소 043-852-2410,,,,,,,,
131801,,없음,없음,없음,,낭추골현장학습원 043-297-1122,눈썰매 : 12월~2월 / 잔디썰매 : 9월~11월,주차 가능,,,,,10:00~17:00 (잔디썰매 18:00),
131292,,없음,없음,없음,,노은지낚시터 043-853-9332,,,,,,"수면적 - 45,000평",,
2518166,,없음,가능,가능,만 4세 이상,단양 패러일번지 043-422-8190,,주차 가능,무료,"전화 문의 043-422-8190<br />
홈페이지 <a href=""http://www.para1.co.kr/"" target=""_blank"" title=""새창 : 단양 패러일번지 홈페이지로 이동"">http://www.para1.co.kr/</a>",,,08:00 - 일몰시간 까지,
2368508,,없음,없음,없음,,"단양드림레저 패러글라이딩 043-421-7331, 010-8989-6080",,,,문의안내 : 043-421-7331<br>,,,,
446372,,불가,가능,불가,,단양레포츠 043-423-5600,,주차 가능,무료,"홈페이지 : <a href=""http://www.dy8.co.kr"" target=""_blank"" title=""새창 : 단양레져 홈페이지로 이동"">http://www.dy8.co.kr</a><br />
전화 문의 : 043-423-5600",,,09:00 ~ 18:00 (계절별로 상이함),
1012493,,없음,가능,없음,,043-421-7766,,주차 가능,,전화 문의 043-421-7766,홈페이지 안내,,"하절기(3월~10월) 09:00~18:00 <br />
동절기(11월~2월) 09:00~17:00",
2586827,"400명(숙박정원 - 50명, 체험정원 - 350명)",불가,가능,가능,만 4세이상 이용가능,"단양패러마을 1800-3326, 010-7150-3326",기후에 따라 변동가능,100대,무료,www.paravilige.com 홈페이지 예약과 1800-3326 대표전화문의로 전화예약하시는게 가장 빠르고 정확하신 예약방법입니다. 또한 각종 소셜사이트에 예약권과 패러글라이딩 티켓을 판매합니다.구매후 전화주셔서 예약하시는 예약방법입니다.,연중무휴,"부지 - 19,800㎡ , 사무실 - 544.5㎡",09:00-18:00,
1684574,,없음,없음,없음,,월악산국립공원 사무소 043-653-3250,,주차 가능,추가 차량 유료,"국립공원관리공단 예약통합시스템 <a title=""새창 : 국립공원관리공단 예약통합시스템 홈페이지로 이동"" href=""https://reservation.knps.or.kr/information/campInfo.action?seqId=B111003"" target=""_blank"">https://reservation.knps.or.kr/information/campInfo.action?seqId=B111003</a>",,자동차야영지 119동,,
131289,,없음,없음,없음,,대물낚시터 043-855-8822,,,,,,,,
131040,,없음,없음,없음,,대청댐 042-930-7204,,주차 가능,,,,,,
2381740,,없음,없음,없음,,"덕동골캠핑장 070-7757-6978, 010-4315-6978",,주차 가능,무료,"070-7757-6978 <br /> <a href=""http://www.ddcamp.com/"" target=""_blank"" title=""새창 : 덕동골캠핑장 홈페이지로 이동"">http://www.ddcamp.com/</a>",,,14:00 ~ 12:00(익일),
2022070,,없음,없음,없음,,"043-422-5593, 043-422-1740",,,,,,,,
1938471,,없음,없음,없음,,두산패러글라이딩 043-423-2633,,,,"홈페이지 : <a href=""http://www.dspark.kr"" target=""_blank"" title=""새창 : 두산레저파크 홈페이지로 이동"">http://www.dspark.kr</a><br />
전화 문의 : 043-423-2633",겨울철 눈이 많이 내리거나 기상 악화 시 휴무,,"09:00 ~ 18:00 (하절기 19:00)<br />
※ 상황에따라 변동 가능",
131890,,없음,없음,없음,,"대표전화  043-230-4100 <br />
예약전화  043-236-4381~4",,주차 가능,,"홈페이지 : <a href=""http://www.tgvcc.co.kr"" target=""_blank"" title=""새창 : 떼제베 컨트리클럽으로 이동"">http://www.tgvcc.co.kr</a><br />
전화 문의 : 043-236-4381",,"용지면적 - 2,214,161㎡ 
(669,783.7평)
 <br />코스 - 총36홀 (회원제27홀, 퍼블릭9홀)",,
2519536,,없음,가능,없음,전 연령,043-421-0014~5,,주차가능,,043-421-0014~5,"매주 월요일, 당일 기상여건에 따라 관람 다소 제한",,"* 현장발권시간<br />
하절기 09:00~17:00/동절기 10:00~16:00<br />
* 이용시간<br />
하절기 09:00~18:00/동절기 10:00~17:00",
131043,,없음,없음,없음,,맹동낚시터 043-877-8008,,,,,,"318,000평",,
131398,,없음,없음,없음,,명암낚시터 043-651-5566~8,,,,,,"약 10,000평",11:00~익일 10:00,
131181,,없음,없음,없음,,043-652-9222,,주차 가능,,전화 문의 043-652-9222,연중무휴,,,
131844,,없음,없음,없음,,진천군청 043-539-7646,,,,,,"704,000평",,
131291,,없음,없음,없음,,백야낚시터 043-877-2999,,,,,,,,
2434847,,없음,없음,없음,,"충주시청 관광과 043-850-6724<br />
충주종합관광안내소 043-842-0531",,주차 가능,무료,,,,,
2369372,,없음,가능,없음,만 10세부터 가능,사랑의자전거 043-733-1319,,역전 주차장 및 관광지,무료,043-733-1319,연중무휴,,"하절기 08:00 ~ 19:00, 동절기 09:00 ~ 17:00",
1948361,,없음,없음,없음,전 연령,산막이옛길 사무실 043-832-3527,,주차가능(2개소),"대형버스 5,000원/중소형 2,000원(제한시간없음)",,연중무휴,,,
2650370,,없음,없음,없음,,043-540-3393,,,,,,,,
2417956,,없음,없음,없음,,장안안내센터 043-542-3330,,,,,,코스길이 : 약 50km,,
2420082,,없음,가능,불가,부모동반 4세 이상 어린이부터 이용 가능,솔향공원 스카이바이크 043-542-0970,3월~12월 (기후에 따라 변동 가능),주차 가능,무료,,"매주 월요일, 동절기(12월~2월), 명절, 1월1일",,3월~11월말 : 10:00 ~ 17:00,
1855755,,없음,없음,없음,,송호국민관광지 관리사무소 043-740-3228,"연중 (단, 물놀이장 - 하절기)",,,"송호국민관광지 관리사무소 043-740-3228<br />
인터넷 예약 <a href=""http://songhotour.yd21.go.kr"" target=""_blank"" title=""새창 : 송호관광지 홈페이지로 이동"">http://songhotour.yd21.go.kr</a>",,"송호국민관광지 부지 284,000㎡",14:00 ~ 12:00(익일),"어른 2,000원 <br />청소년,군인 1,500원<br />어린이 1,000원"
131979,,없음,없음,없음,,043-277-5000,,주차 가능,,"홈페이지 : <a href=""http://www.silkrivercc.co.kr"" target=""_blank"" title=""새창 : 실크리버 컨트리클럽 홈페이지로 이동"">http://www.silkrivercc.co.kr</a><br />
전화 문의 : 043-277-5000",,"＊18홀 72파(총길이 6,433m)
 <br />＊총면적 - 32만평
<br />
＊골프코스 면적 - 아웃코스 3,238m / 인코스 3,195m",,
231991,,없음,없음,없음,,043-881-5307,,주차 가능,,"＊예약시간 : 24시간 예약가능(공휴일 포함) <br />
※ 예약 오픈시간은 09:00(공휴일포함) 이며 , 하루 전 예약은 09:00~17:00까지<br />
※ 가족회원,우정회원 예약시간 : 10:00부터 예약 가능(주중만 해당) <br />
＊주말·공휴일 부킹권은 항시 2개까지 
선예약 가능하고 1개 사용 후 추가 1회 예약 가능 <br />
＊주말은 토요일, 일요일, 공휴일을 
포함 <br />
* 전화 문의 02-3660-3002<br />
* 홈페이지 <a href=""http://www.sunvalleycc.co.kr"" target=""_blank"" title=""새창 : 썬밸리컨트리클럽 홈페이지로 이동"">http://www.sunvalleycc.co.kr</a>",,"홀 수 - 18H(회원제)
<br />규모 - 284,354평
<br />코스전장 - 6,432m",,
2388350,,없음,없음,없음,,단양군관광안내소 043-422-1146,,,,단양군관광안내소 043-422-1146,,,,
131392,,없음,없음,없음,,"대표전화 043-533-6666<br />
예약문의 043-533-6783",,주차 가능,무료,"홈페이지 : <a href=""http://www.emersongolfclub.co.kr/kr/"" target=""_blank"" title=""새창 : 에머슨 골프클럽 홈페이지로 이동"">http://www.emersongolfclub.co.kr/kr/</a><br />
전화 문의 : 043-533-6783",,27홀,,
1072999,,없음,없음,없음,,영동군 국악문화체육과 043-740-3215,,,,,,,,
1060746,,없음,없음,없음,,043-730-3773,,,,,,,,
1060817,,없음,없음,없음,,043-730-3773,,,,043-730-3413,,,,
131229,,없음,없음,없음,,용곡낚시터 043-297-1828,,,,,,,,
2638586,,없음,없음,없음,,043-740-3513,,,,,,,,
1030782,,없음,없음,없음,,이븐데일 컨트리클럽 043-288-1000,,주차가능,,"홈페이지 : <a href=""http://www.evendale.co.kr"" target=""_blank"" title=""새창 : 이븐데일 컨트리클럽 홈페이지로 이동"">http://www.evendale.co.kr</a><br />
전화 문의 : 043-288-1000",,,,
