contentid,discountinfofestival,playtime,program,sponsor1tel,sponsor2tel,age_limit,reservation_place,start_date,end_date,place,festival_grade,place_guide,spend_time,organizer,host,sub_event,use_fee
2392159,,17:00~20:00,,032.324.5989,032.324.5989,전 연령층,,20200926,20200927,온라인개최,,,3~4시간,창의도시 부천,진조크루,,무료
2392163,,,,032-625-3113,032-625-3113,전연령가능,,20200919,20200919,온라인개최,,,,부천시,서울신학대학교,,없음
2618488,,10:00 ~ 17:00(9/21 10:00 ~ 20:30),,070-7094-5475,070-7094-5475,전 연령 가능,,20190921,20190922,부천체육관,,,기간 내 자유,부천시,부천산업진흥원,,무료
1973715,,2019.12.01 ~ 2020.02.29,,031-584-8200,031-584-8200,연령제한 없음,,20191201,20200229,쁘띠프랑스,,,,(주)쁘띠프랑스,쁘띠프랑스,,대인 1만원 / 청소년 8천원 (중.고등학생) / 소인 6천원 (36개월 이상)
1568538,"할인대상- 가평군민할인 : 8,000원(가평군민 신분증 제시), 경로우대 : 8,000원(만65세이상 신분증 제시)<br />
장애인 복지할인 : 8,000원(복지카드 제시), 국가유공자 : 8,000원(신분증 제시)",09:00~18:00,,031-584-8200,031-584-8200,전연령 가능함,,20200501,20200531,가평군 쁘띠프랑스 내,,"* 버스 이용시<br />&nbsp;&nbsp;동서울터미널, 상봉터미널에서 청평터미널행 버스탑승 
하차 후 &nbsp;""고성리행"" 시내버스 이용<br /><br />* 지하철 이용시<br />&nbsp;&nbsp;청평역(경춘선) 
하차 후 청평터미널 이동(도보10분) 고성리행 버스 탑승<br />&nbsp;&nbsp;청평역(경춘선) 
하차 후 ""가평 관광지 순환버스"" 탑승<br /><br />* 자가용 이용시<br />&nbsp;&nbsp;경춘국도 
이용<br />&nbsp;&nbsp;대성리를 지나 청평 못미쳐 청평댐입구 삼거리에서 호명리<br />&nbsp;&nbsp;방면으로 
우회전하여 청평댐에서 10KM 직진하면 쁘띠프랑스 <br />&nbsp;&nbsp;<br />&nbsp;&nbsp;서울춘천간 
고속도로 이용. <br />&nbsp;&nbsp;서울 올림픽대로 미사리 방향 -&gt; 서울 춘천간 
고속도로 -&gt;화도I.C(1,700원)-&gt; 춘천, 청평방향 -&gt;대성리 지나서 -&gt;<br />&nbsp;&nbsp;청평댐 
입구에서 고성리 ,호명리 방향으로 10KM오시면 쁘띠프랑스 (서울에서 50분소요)<br />&nbsp;<br />&nbsp;&nbsp;춘천에서 
올 경우 <br />&nbsp;&nbsp;춘천 - 가평 - 청평 - 설악 및 청평댐방향 - 이후 경춘국도와 
동일 청평댐입구에서 391번도로 10Km지점 남이섬입구에서<br /> &nbsp;&nbsp;75번도로로 
15Km지점<br /><br />* 네비게이션<br />&nbsp;&nbsp;-&gt; 주소로 검색 ""경기도 가평군 
청평면 고성리 616-1번지"" &nbsp;<br />&nbsp;&nbsp;(단 서울에서 오실때는 상호명 
""쁘띠프랑스""로 검색시 가평쪽을 경유하여 올 수도 있으니 꼭 주소를 치시고 
오십시요)",기간 내 자유,쁘띠프랑스,쁘띠프랑스,,
2523569,,08:00시~ 17:00시,,010-5438-2258,010-5438-2258,전연령 가능,,20200105,20200116,향리낚시터,,,기간내 자유,향리낚시터,산수유마을 빙어축제 준비위원회,,"1인당 5000원(7세미만 무료)<br>* 할인정보<br>홈페이지,블로그에 제공하는 입장료 할인쿠폰"
2638736,,10:00 ~ 22:00,,031-538-3370,031-538-3370,전 연령 가능,,20191220,20200209,산정호수 조각공원,,,기간 내 자유,포천시,,,무료
2564611,,13:30~17:30,,070-7575-2352,070-7575-2352,,"<a title="""" href=""https://booking.naver.com/booking/5/bizes/189475"" target=""_blank"">https://booking.naver.com/booking/5/bizes/189475</a><br>",20191207,20191207,킨텍스(KINTEX) 및 일산호수공원 일대,,,,㈜필더필,,,"얼리버드 티켓 28,000원~"
1851071,,2019.10.15~2019.10.20,,,,연령제한없음,,20191015,20191020,서울공항,,,기간내자유,"한국항공우주산업진흥협회, 한국방위산업진흥회, KOTRA",서울ADEX 공동운영본부,,"퍼블릭데이 성인13,000원, 초중고생 9,000원"
2504996,,16:00~21:00,,02-500-7335 / 7337,02-500-7335 / 7337,전연령 가능,,20190921,20190922,서울대공원 호수광장,,,기간내 자유,서울대공원,서울대공원,,무료
2601899,,오전 10시 ~ 폐장,,02-509-6000,,전연령가능,,20191115,20200301,서울랜드,,,기간내자유,서울랜드,,,서울랜드 파크이용권(주간권 혹은 야간권) 구매 시 무료
142256,홈페이지 참고,2019.09.12~2019.11.03,,02-509-6000,02-509-6000,전연령가능함,,20190912,20191103,경기 과천시 서울랜드,,"[지하철]<br />
4호선 대공원(서울랜드)역 하차",기간내자유,서울랜드,,,홈페이지 참고
1247130,,,,02-3660-1894,,전 연령 관람가능,,20210701,20210711,일산 킨텍스 (KINTEX),,,시간내 자유,서울모터쇼조직위원회,서울모터쇼조직위원회,,홈페이지 참고
2550263,"단체 30~99인 일반 : 4,500원/우대 : 2,500원<br />
단체 100인 이상 일반 : 3,000원/우대 : 2,000원",07:00-22:00,,031-775-1835,031-775-1835,전연령 가능,,20200619,20200816,세미원,,,약 1시간,재단법인 세미원,재단법인 세미원,"- 마음의 정화, 연꽃세상<br />
- 조영철이재형 Light Art<br />
- 김명희 흙인형 전시<br />
- 녹색미술회 깃발전시<br />
- 현대미술작가회 전시<br />
- 권성녀 민화초대전<br />
- 백준승 초대전<br />
- 연꽃 그리기, 페이스페인팅, 인증샷 이벤트<br />
- 소원지 쓰기, 작가공방체험<br />
- 전통놀이 한마당, 토요음악회<br />
- interactive art체험, 연꽃문화체험교실<br />
- 천연가죽 공예, 자개 공예, 캐리커처","일반성인 : 5,000원 / 우대 : 3,000원(6세 이상 어린이, 청소년, 만 65세 이상, 장애인4~6급)<br />
무료 : 5세 이하, 장애인1~3급 본인 및 동반 보호자 1인, 국가유공자 및 배우자, 현역사병, 기초생활수급 1종 대상자(서류지참), 양평군민"
2619002,,13:00~21:00,,031-8024-3291,031-8024-3291,전 연령 가능,,20190928,20190929,서정동 관광특구로 일대(송탄출장소 앞),,,기간 내 자유,평택시,(사)송탄관광특구연합회,,무료
1916616,,18:00~23:00,,031-290-3572~4,031-290-3572~4,,,20201023,20201025,수원화성일원,,,기간내자유,수원시,수원문화재단,,무료(일부 유료)
2550908,,,,02-2263-4680,02-2263-4680,전연령 가능,,20200816,20200820,수원SK아트리움,,,90분 내외,수원시,발레 STP 협동조합,,무료
2618820,홈페이지 사전등록시 무료,"20일,21일오전 10:00 - 17:00 / 22일 오전10:00 - 16:00",,컨퍼런스/부스참가/ 문의 : 02-588-2526,컨퍼런스/부스참가/ 문의 : 02-588-2526,전 연령 가능,,20191120,20191122,"경기도 수원시 영통구 광교중앙로 140, 수원컨벤션센터(SCC) - 전관",,,2~3시간,SMATEC2019 추진위원회,"한국경제신문, 한국산업단지공단, 한국ICT융합네트워크, 한국인더스트리4.0협회, 중소기업융합경기연합회, 경기중소기업연합회, 한국산업마케팅연구원",,"5,000원"
2449887,,,,02-6000-6672,02-6000-6672,,,20200423,20200425,일산 킨텍스,,,,EXPORUM,EXPORUM,"- 실전창업세미나 [창업 100M 완주하기 시즌3] : 예비창업자들에게 창업 전 꼭 알아야 할 2018 프랜차이즈 트렌드 및 점포 개설 전 파악해야 할 행정, 재무에 관한 모든 것을 알려주어 준비 단계별 창업 가이드를 제시 <br>
3월 22일 (목) : 창업 30M - 창업에 대한 관심은 있으나 기초 지식이 없는 일반인<br>
3월 23일 (금) : 창업 50M - 창업을 준비하는 예비창업자 대상<br>
3월 24일 (토) : 창업 80M - 창업 준비관련 계약을 앞 둔 예비창업자 대상<br>3월 25일 (일) : 창업 100M - 기존의 창업자들을 대상으로 진행하는 전략 세미나<br>
<br>
-&nbsp;우수 프랜차이즈 브랜드 사업설명회<br>
- 떠오르는 소자본 창업아이템, 푸드트럭 공동관<br>
- 창업컨설팅특별관: 창업진흥원, 창업넷, 지역별 창업지원센터 등 창업지원 사업을 진행하는 기관들의 공동지원사업 정보소개관<br>- 참여기업 공동이벤트: 참여 프랜차이즈 사와 함께 진행되는 온라인 이벤트 기획. 행사 기간 중 가맹계약 특전 강화 협조중 가맹계약 특전 강화 협조<br>",홈페이지 참고
2656917,,10:00~18:00,,031-8067-5200,,펫을 사랑하는 전 연령관람 가능,,20200724,20200726,수원컨벤션센터 전관,,,1~2시간,주식회사 탑기획,,,"일반 - 8,000 / 사전등록 4,000 (굿즈증정)<br>무료 - 장애인(복지카드소지자), 미취학 아동(부모동반시), 경로우대(65세 이상)"
1729716,"경로(만65세), 유공자, 장애인, 가평군민 (할인관련 신분증 제시시)<br>",,,1544-6703,1544-6703,전연령 가능함,,20200912,20201004,아침고요수목원,,"* 서울 :&nbsp;춘천 고속도로 - 화도IC - 가평, 
청평 방면 - 청평 좌측 출구 - 대성리 - 청평 - 청평검문소 좌회전 - 일동 현리 방면 7km - 임초리 상면초등학교 앞 좌회전 - 마을길 4km
<br /><br />* 경기 북부 : 47번 국도 포천, 일동 - 서파검문소(신팔) - 현리 방향 - 현리 - 임초리 상면초등학교 앞 우회전 - 마을길 4km
<br /><br />* 경기 남부 : 구리, 퇴계원 - 춘천 청평 자동차 전용도로 - 호평 - 마석 - 청평 좌측 풀구 - 대성리 - 청평 - 청평검문소 좌회전 - 일동 현리 방면 7km - 임초리 상면초등학교 앞 좌회전 - 마을길 4km
<br /><br />* 인천 : 외곽순환 구리 - 퇴계원 - 춘천 청평 자동차 전용도로 - 호평 - 마석 - 청평 좌측 출구 - 대성리 - 청평 - 청평검문소 좌회전 - 일동 현리 방면 7km - 임초리 상면초등학교 앞 좌회전 - 마을길 4km
<br /><br />* 강원 : 중앙고속도로 춘천 방면 - 조양IC - 서울 - 춘천 고속도로 
- 설악 IC출구 - 청평 방면 - 청평 - 청평검문소 좌회전 - 일동 현리 방면 7km - 임초리 상면초등학교 앞 좌회전 - 마을길 4km<br /><br />* 지방 : 서울 방면 고속도로 - 구리 - 퇴계원 - 춘천 청평 자동차 전용도로 - 호평 - 마석 - 청평 좌측 출구 - 대성리 - 청평 - 청평검문소 좌회전 - 일동 현리 방면 7km - 임초리 상면초등학교 앞 좌회전 - 마을길 4km <br>",기간내자유,아침고요수목원,,,홈페이지 참고
1362979,"경로/유공자, 장애인(대인, 소인), 가평군민 해당(신분증 필히 지참)",,,1544-6703,1544-6703,전연령 가능함,,20200725,20200823,아침고요수목원,,,기간내자유,아침고요 수목원,,,홈페이지 확인
989991,"홈페이지 안내 참고<br>(<a href=""http://www.morningcalm.co.kr"" target=""_blank"" title=""새창: 아침고요수목원 홈페이지로 이동"">http://www.morningcalm.co.kr</a>)",08:30 ~ 19:00 (입장은 18:00까지 가능),,1544-6703,1544-6703,전 연령 가능,,20200417,20200524,아침고요수목원 내,,,약 1시간 30분 ~ 2시간,(주)아침고요수목원,(주)아침고요수목원,,홈페이지 안내 참고
2658063,,08:30 ~ 일몰시,,1544-6703,,,,20200606,20200705,아침고요수목원 원내,,,,아침고요수목원,,,홈페이지 참조
958429,,,,1544-6703,1544-6703,전 연령 가능,,20200318,20200405,아침고요수목원 내 야생화 전시실,,,시간내 자유,(주)아침고요수목원,,,홈페이지 참고
2624769,,매주 주말 (일자별 상이),,080-500-0175,080-500-0175,전 연령 가능,,20191005,20191027,동춘175,,,기간 내 자유,㈜세정,㈜세정,,무료
1993110,,2020.01.01~2020.12.31,,031-484-5050,031-484-5050,,,20200101,20201231,별빛마을 포토랜드,,,,안산 별빛마을 포토랜드,,,홈페이지 참조
293030,"65세이상, 안성시민, 복지카드소유자, 국가유공자, 다자녀등 50% 할인<br /> 20인 이상 단체 20%할인","토 15:40-18:00, 일요일 14:00-16:00","남사당 6마당에는 풍물놀이,줄타기,살판,버나,덜미,덧뵈기가있다.<br /><br />
[풍물놀이]<br />
- 풍물악기가 갖는 경쾌한 장단과 몸놀림 그리고 다양한 진법으로 펼쳐지는 총체적 신명놀이<br /><br />
[버나놀이]<br />
- 둥글고 넓적하게 만든 접시로 긴 막대와 담뱃대,대접등을 이용하여 재담과 함께 돌이거나 높이 던지는 놀이<br /><br />
[살판]<br />
- 어릿광대와 살판쇠가 재담을 주고받으며 서로 땅재주를 부리는 놀이이다.<br /><br />
[줄타기]<br />
- 어름이란""얼음 위를 걷듯이 조심스럽다""는뜻. 줄을 타는 어름산이가 3M 줄 위에서 펼치는 다양한 묘기와 재담<br /><br />
[덧뵈기]<br />
- 덧뵈기는 ‘탈을 쓰고 덧본다.’라는 뜻에서 사용된 ‘탈춤놀이’의 남사당 말이다.<br /><br />
[덜미]<br />
- 우리나라에 하나 밖에 없는 민속 인형극 꼭두각시 놀음을 남사당 용어로 ‘덜미’라 부르고 있는데 ‘목덜미’를 쥐고 노는 인형놀이 또는 ‘뒷덜미’를 잡혀서 노는 인형놀이라는 뜻에서 유래되었다. 박첨지 놀음, 꼭두 박첨지 놀음 등의 용어로도 불린다.",031-678-2518,031-678-2518,6세이상,,20200328,20201128,안성남사당공연장,,"* 자가용 : 네비게이션 경기도 안성시 보개면 남사당로 198번지(복평리 34-3)<br />* 시내버스 : 15-1 (상남, 북좌리행) 버스",2시간(기간내자유),안성시,안성시,평양예술단 식전행사,"일반 성인 10,000원 중고등학생 5,000원 어린이 2,000"
1765272,,09:00 ~ 17:00,,031-674-4528,031-674-4528,5세 이상,,20191228,20200202,경기도 안성시 죽산면 두교리광혜원저수지,,,4시간,"두메호수 내수면 어업계, 안성동막골마을 주민회 일동",,,6000원 (미취학아동무료)
1989372,,10:00~18:00 (냉이캐기 체험17:00까지),,031-8053-7979,031-8053-7979,전연령가능,,20200214,20200322,안성팜랜드,,,기간내자유,농협 경제지주 안성팜랜드,농협 경제지주 안성팜랜드,,"홈페이지 참고(<a href=""http://www.nhasfarmland.com"" target=""_blank"" title=""새창: 안성팜랜드 홈페이지로 이동"">http://www.nhasfarmland.com</a>)"
2456608,"- 이용요금 2,000원 할인 : 지역주민(안성,평택), 만 65세 이상, 농협조합원, 군인,경찰, 소방대원 - 단, 증명서 소지자 및 본인에 한함<br />

- 팜입장 50% 할인 : 장애우(1급~3급:본인 및 동반 1인/4급 이하:본인), 국가유공자(본인 및 동반 1인), 기초생활수급자(본인) 단, 팜입장에 한함.<br />

- NH카드 전월실적 30만원 이상 고객 입장권 구매 총 금액에서 10,000원 청구 할인",10:00~16:30,,031-8053-7979,,전연령가능,"안성팜랜드 홈페이지, 쿠팡, 옥션, G마켓 등",20200104,20200209,안성팜랜드,,,기간내자유,농협 경제지주 안성팜랜드,농협 경제지주 안성팜랜드,,"팜입장(대/소 공통) : 10,000원<br>
팜승마(대/소 공통) : 15,000원"
1390147,,,,031-687-0500,031-687-0500,전연령 가능함,,20201001,20201130,"안양시 및 재단, 축제 온라인 채널(SNS, Youtube 등)",,,기간내 자유,"안양시, 안양시민축제추진위원회",안양문화예술재단,,무료
1787332,,10:00~17:00,,080-233-7766,080-233-7766,전연령 가능함,,20191227,20200209,경기도양주시 장흥자연휴양림,,,시간내 자유,양주 눈꽃축제 조직위원회,크라운해태 아트밸리,,"입장료 주중 : 12,000원, 주말 : 15,000원(일부 유료체험을 제외한 요금)"
2611416,,,,080-233-7766,,전연령가능,,20200724,20200906,경기도 양주시 장흥면 권율로 594,,,기간내자유,아트밸리,,,"주중이용권 : 13,000원, 주말이용권 : 16,000원"
1978014,,2020.01.03~2020.02.17,,031-773-4797,031-773-4797,연령제한없음,,20200103,20200217,지평(월산저수지)낚시터 일원,,,행사기간 내 자유,지평(월산저수지)낚시터,지평(월산저수지)낚시터,,상세요금 홈페이지 참조
1946708,,선택사항에 따라 상이,,031-775-5205,031-775-5205,전연령가능,,20190902,20191202,수미마을 일원,,,기간내자유,수미마을365일축제위원회,수미마을365일축제위원회,,프로그램별 상이 (온라인 사전 예약시 할인)
2469685,,08:00~17:30,,031-771-7750,031-771-7750,전 연령 가능,,20200103,20200126,백동저수지,,,,양평빙어축제위원회,양평빙어축제위원회,,"6,000원(5세 이하 무료)"
2640111,,18:00~22:00,,070-4272-4493 / 031-960-9683,070-4272-4493 / 031-960-9683,전 연령대 참여 가능,,20191216,20200131,고양어울림누리 광장,,,기간 내 자유,고양문화재단,,,무료
2621182,,"12:00, 12:45, 13:30, 14:15, 15:00, 15:45, (총6회)",,031-411-1541,,전 연령 가능,,20191005,20191006,안산화랑유원지 소공연장일대(제3주차장),,,기간 내 자유,"경기도, (사)4.16세월호참사 가족협의회, 4.16공방",안산온마음센터,,체험 부스별로 상이
1020950,,,,031-320-5000,,전연령 가능함,,20200515,20200614,경기 용인시 에버랜드,,"* 경부고속도로 신갈I/C - 영동고속도로(원주,강릉방면) - 마성T/G - 에버랜드 <br />
* 중부고속도로 호법I/C - 영동고속도로(수원,용인방면) - 용인T/G 혹은 마성T/G - 에버랜드 <Br>
* 서해안고속도로 안산I/C - 영동고속도로(원주,강릉방면) - 마성T/G - 에버랜드 중앙고속도로 원주I/C - 영동고속도로(수원,용인방면) - 용인T/G 혹은 마성T/G - 에버랜드",기간내자유,에버랜드,,,"* 에버랜드 이용권 구입 <br />&nbsp;&nbsp;(이용권 가격안내는 홈페이지 참고 -&gt; <a href=""http://www.everland.com"" target=""_blank"" title=""에버랜드홈페이지로 이동"">http://www.everland.com</a>)"
1728337,자세한 할인정보는 홈페이지 참고,,,에버랜드 관광안내소 031-321-9393<br />에버랜드 031-320-5000,031-320-5000,전연령 가능함,,20200904,20201122,에버랜드,,,기간내자유,에버랜드,,,자세한 요금은 홈페이지 참고
1316398,,,,031-320-5000,031-320-5000,연령제한없음,,20200703,20200830,에버랜드,,"서울출발 : 서울 → 판교IC → 분당 → 분당요한성당 → 태재고개 → 광주 방면 
57번 국도 <br />     → 
능원교차로 (P턴) → 43번 국도 → 용인 방면 문형교차로 <br />     → 
45번 국도 → 321번 도로 우회전 (전대리 방면) → 에버랜드 리조트 <br /><br />수원출발 
&nbsp;: 수원 → 수원IC → 신갈오거리 (용인 방면) → 42번 국도 → 용인시청 <br />     → 
선봉대 입구 삼거리 (좌회전) → 에버랜드 리조트 &nbsp;<br>
&nbsp;<br>
&nbsp;<br>
<br /><br>",기간내자유,에버랜드,,,"입장권 및 이용권 모두 가격 상이함<br />
*자세한 요금 안내는 홈페이지 참고 <a href=""http://www.everland.com/web/everland/how/charge/how_use_method.html"" target=""_blank"" title=""에버랜드 홈페이지로 이동""><font color=""blue"">http://www.everland.com</font></a>"
1121900,자세한 할인정보는 홈페이지 참고,2019.12.06 ~ 2020.01.01,,에버랜드 관광안내소 031-321-9393<br />에버랜드 031-320-5000,031-320-5000,전연령 가능함,,20191206,20200101,에버랜드,,자세한 안내는 홈페이지 참고 http://www.everland.com,자유,에버랜드,,,자세한 요금은 홈페이지 참고
1247247,자세한 할인정보는 홈페이지 참조,,,031-320-5000,031-320-5000,,,20200326,20200430,에버랜드,,,,에버랜드,에버랜드,,이용요금 안내는 홈페이지 참조
2416752,,,,"031-379-9924,6","031-379-9924,6",전연령가능,,20201005,20201018,온라인개최,,,기간내자유,오산시,오산문화재단,,무료
663045,"경로우대(만65세), 유공자, 장애인, 가평군민 (할인은 관련 신분증을 제시하는 분에 한하여 적용)","-점등시간: 일몰시<br />
-운영시간: 평일,일요일-오전11시~오후9시 / 토요일,공휴일-오전11시~오후11시",,1544-6703,1544-6703,전연령 가능함,,20191206,20200322,경기 가평군 아침고요수목원 내 주요정원,,"* 퇴계원 - 일동방면(47번국도) - 서파검문소에서 우회전 - 청평방면(37번국도) - 현리 지나 -<br /> &nbsp;&nbsp;임초리상면초등학교에서 우측으로 진입로(4km) - 아침고요 원예수목원
<br />* 구리 - 경춘방면(46번국도) - 청평검문소에서 죄회전 - 현리방면(37번국도) - 5km - 현리
못가 <br />&nbsp;&nbsp;임초리 상면초등학교에서 좌측으로 진입로(4km)-아침고요 수목원  
 
<br /><br />* 청량리에서 1330번 버스 또는 청평행 기차 타고 청평에서 하차<br />
* 청평버스터미널에서 수목원행 버스  
 
지역내 대중교통 표시     
 
지역내 대중교통  청평터미널 <br /> &nbsp;- 수목원행 버스 시간표 
10:20/10:50/11:20/13:20/14:20/16:00/16:30/18:30",약 1시간 30분,아침고요수목원,,,"어른 9,500원, 청소년 7,000원, 어린이 6,000원 <br> 어린이: 36개월~초등생, 청소년: 중고등생&nbsp;"
2648430,,,,031-229-5905,031-229-5905,전연령 가능,,20201008,20201030,경기곤충페스티벌 블로그,,,2시간 내외,경기도농업기술원,,,무료
2616454,,"슈퍼문 포토존 : 일몰 ~ 오후 10시 / 퓨전국악콘서트 : 오후 6시, 9시",,031-961-6329,031-961-6329,전연령가능,,20190906,20190915,원마운트 이벤트광장,,,포토존 - 3시간 / 공연 회당 30분,원마운트,쇼앤컴퍼니,,무료
2621589,,"히어로 캐릭터쇼 오후 1시, 3시, 5시 등",,031-961-6329,031-961-6329,전 연령 가능,,20191003,20191031,원마운트,,,"히어로 캐릭터쇼, 찰리 매직쇼 공연 회당 30분",원마운트,쇼앤컴퍼니,,무료
2643322,,프로그램별로 상이,,1566-2232,1566-2232,전 연령 가능,,20200101,20200209,원마운트 스노우파크,,,기간 내 자유,원마운트,,,"정상가 35,000원<br>제휴카드 할인 주중 17,900원 주말 21,000원)"
2640575,,11:00 ~ 16:00,,김포문화재단 관광콘텐츠팀 (031-996-1531~2),김포문화재단 관광콘텐츠팀 (031-996-1531~2),전 연령 가능,,20191221,20191221,월곶면 군하1리 마을 일대,,,기간 내 자유,김포시,"김포문화재단, 월곶 저잣거리 역사문화 축제 추진위원회",,무료
2563358,,,,031-296-0217,,,,20201030,20201101,온라인개최,,,,대한민국 유권자,중앙선거관리위원회 선거연수원,,
2525631,,10:00~17:00 / 점심시간 12:00~13:00,,031)345-3094,031)345-3094,전 연령 가능,,20191228,20200119,레솔레파크(왕송호수공원) 잔디광장,,,기간 내 자유,의왕시,의왕시 축제추진위원회,,눈썰매장 이용 무료(눈썰매 대여 무료)
1389615,,,,031-345-2531,031-345-2531,전연령 관람 가능,,20190921,20190922,경기 의왕시 백운호수 공영주차장,,"* 지하철 범계역&nbsp;하차 <br />     &nbsp;=&gt; 
6번 마을버스 승차(킴스아울렛앞 정류장)<br />     &nbsp;=&gt; 
계원예술대앞(반도1단지)에서 하차)&nbsp;<br>",기간내자유,의왕시,의왕시 축제추진위원회,,무료
1847162,,2019.10.04~2019.10.05,,02-582-4470,02-582-4470,전 연령 가능,,20191004,20191005,의정부예술의전당,,"* 지하철 : 1호선 의정부역<br />
* 버스 :  133, 206-1, 206-2, 207, 208",기간내자유,"(재)의정부예술의전당, (사)가야금산조진흥회, 예가회","(재)의정부예술의전당, (사)죽파류가야금산조보존회, 이화여자대학교, 한국국악교육학회, (사)예가회",,무료
141865,,,,031-828-5841,,공연별로 상이 (홈페이지 참고),,20200807,20200816,의정부예술의전당 및 주변일대,,,공연별로 상이 (홈페이지 참고),의정부문화재단,의정부음악극축제집행위원회,,공연별로 상이(홈페이지 참고)
2668090,,19:30~21:30,,031-645-1991,,,,20200917,20200920,이천설봉공원 및 이천아트홀,,,,이천국제일루전페스티벌조직위원회,,,없음
2559193,,10:00~18:00,,031-637-3435~6,031-637-3435~6,전연령,,20201030,20201101,이천설봉공원일원,,,기간내자유,이천인삼축제추진위원회,경기동부인삼농협,,"무료, 셔틀버스 운영"
604144,,,,031-581-2813~4,031-581-2813~4,,"자라섬국제재즈페스티벌 : <a href=""http://www.jarasumjazz.com"" target=""_blank"" title=""자라섬 국제 재즈 페스티벌 홈페이지로 이동""><fon color=""blue"">http://www.jarasumjazz.com</font></a>",20201009,20201025,온라인개최,,,,(사)자라섬청소년재즈센터,(사)자라섬청소년재즈센터,,"자라섬국제재즈페스티벌 홈페이지 참고 <br />
<a href=""http://www.jarasumjazz.com"" target=""_blank"" title=""자라섬 국제 재즈 페스티벌 홈페이지로 이동""><fon color=""blue"">http://www.jarasumjazz.com</font></a>"
790211,,,,02-304-6211,02-304-6211,전연령 가능함,,20200923,20200925,자라섬,,,기간내자유,한국장애인문화예술단체 총연합회,세계장애인문화예술축제조직위원회,,
2502467,,2019.09.29 ~ 2019.09.29,,031-390-3071~4,031-390-3071~4,전연령가능,,20190929,20190929,반월호수공원,,,기간내자유,(재)군포문화재단,,,무료
1455226,,2019.11.01~2019.11.03,,02-725-1406,02-725-1406,전연령 가능함,,20191101,20191103,남양주체육문화센터(종합운동장),,,기간 내 자유,(사)정보화마을중앙협회,,,입장료 없음
2554814,,09:00~18:30,,031-290-3600,031-290-3600,전 연령 가능,,20210424,20210425,"서울시(창덕궁~시흥행궁) 경기도(금천구청~안양~군포~의왕),  수원시(노송지대~종합운동장~장안문~화성행궁~대황교동), 화성시(대황교동~융˙건릉)",,,기간 내 자유,"서울특별시, 종로구, 용산구, 금천구, 동작구, 경기도, 수원시, 화성시, 안양시, 의왕시, 군포시",,,무료 / 관람석(유료)
2505421,,2019.09.14~2019.09.15,,031-678-3912,031-678-3912,전연령가능,,20190914,20190915,경기도 안성시 죽산면 동안성복지센터 일원,,,2시간,죽주대고려문화축제위원회,죽주대고려문화축제위원회,"농특산물 판매홍보장, 전통 먹거리 장터",무료
2025047,,2019.09.20(금)~2019.09.21(토),,031-390-8804,031-390-8804,전연령가능,,20190920,20190921,"초막골생태공원, 중앙도서관 일원",,,,군포시,,,무료
2666214,,,,02-3677-1328,02-3677-1328,전 연령,,20200812,20200816,국립과천과학관,,,,국립과천과학관,국립과천과학관,,"◎ 별빛축제 : 별빛체험<br>
페트병망원경 만들기 체험 : 5,000원 / 회당 20명<br>
집에서 만드는 허블우주망원경 모형 : 5,000원 / 200명<br><br>

◎ 천체사진공모전 및 수상작 사진전 갤러리 입장료 : 2,000원~4,000원 입장별 상이"
2644449,,주중/주말 8시~17시,,031-584-0199,031-584-0199,전 연령 가능,,20191224,20200229,슬로우파크,,,기간 내 자유,청평체험관광협동조합,,,"정상가 입장권 13,000<br>
프로그램 별로 상이함"
2458633,,오전 8시 ~ 오후 5시,,031-584-2755,031-584-2755,전 연령 가능,,20191228,20200301,경기도 가평군 청편면 강변로 17,,,기간 내 자유,청평설빙축제위원회,씨에프에프 엔터테인먼트,,"송어낚시: 성인 15,000원 / 소인 12,000원<br>
빙어낚시: 성인 12,000원 / 소인 8,000원"
2360200,,10:00 ~ 18:00(입장마감 - 17:00),,02-796-8710,02-796-8710,전연령가능,,20200702,20200705,"킨텍스 제 2전시장 7홀,8홀",,,오전 10시 ~ 오후 6시 (입장마감 오후 5시),캠핑&피크닉페어 사무국,주식회사 가족사랑전람,,"1인 8,000원  ※ 고등학생 이하 무료입장(증빙서류 지참 必)<br>
사전예약 시 3,000원"
2637907,,10:00 ~ 18:00,,02-2278-0661~2,02-2278-0661~2,전 연령 가능,,20191220,20191222,일산 킨텍스,,,기간 내 자유,한국애견연맹,,,무료
2543657,,10시 ~ 18시 (입장마감 17시),,031-995-8178,031-995-8178,전 연령 가능,,20201224,20201227,킨텍스,,,기간내자유,"KINTEX, 유아림","KINTEX, 유아림",,"- 19세 이하 : 무료<br>
- 사전등록시 무료 (현장구매 5,000원)<br>
※ 드림놀이터(놀이시설) 이용시 이용권 별도 구매"
