contentid,capacity,baby_carriage,credit_card,pet,age_range,guide,info_center,open_date,parking,rest_date,season,use_time,cultural_heritage,natural_heritage,archival_heritage
250274,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
126203,,불가,가능,불가,,,054-749-6713,,있음,연중무휴,,"하절기(3월~10월): 09:00 ~ 18:00<br />
동절기(11월~2월): 09:00 ~ 17:00",0,0,0
128635,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
128704,,없음,없음,불가,,,054-777-7142,,,,,,0,0,0
250263,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
250261,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
250265,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
129521,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
129520,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
250264,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
250262,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
129522,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
987844,,없음,없음,없음,,,경주역 관광안내소 054-772-3843,,,,,,0,0,0
1621397,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
1492402,,없음,없음,없음,,,054-750-8650,,,,,,0,0,0
319577,,없음,없음,불가,,,054-779-6100,,있음,연중무휴,,,0,0,0
128526,,없음,가능,불가,,,054-750-8655,,주차 가능,연중무휴,,"09:00~22:00 (매표 및 입장 마감시간 21:30)<br />
※ 동궁과월지는 야경을 보려는 많은 관광객으로 인하여, 입장 마감 시간에 임박하여 도착시 입장이 어려울 수도 있습니다.",0,0,0
2603463,,없음,없음,없음,,"* 농업체험공간 : 일만 송이 토마토 정원, 숨바꼭질 정원, 블루베리/체리원 등 농업체험 공간제공<br />
* 경주버드파크<br />
- 1층 생태체험관 : 조류체험관, 열대수족관, 파중류관, 기타 동물<br />
- 2층 전시체험관 : 부화체험장, 조류 역사 생태학습관, 버드아뜨리에 및 사진찍기, 4D 시뮬레이트<br />
- 야외전시장 : 야외농장, 버드숲, 세계의 닭장",경주 동궁원 054-779-8725,,,,,"09:30~19:00(18:00 까지 입장)<br />
※ 버드파크는 10:00~19:00<br />
※ 음악분수 10:00~18:30",0,0,0
250267,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
319572,,없음,없음,없음,,,054-772-3843,,,,,,0,0,0
1963773,,불가,가능,없음,전 연령,,054-740-0550,1994년 03월 24일,있음,연중무휴,,,0,0,0
129524,,없음,없음,없음,,,054-779-6100,,,연중무휴,,,0,0,0
126210,,불가,가능,불가,,,054-771-1336,,있음,연중무휴,,"하절기(3월~10월): 09:00 ~ 18:00<br />
동절기(11월~2월): 09:00 ~ 17:00",0,0,0
126218,,불가,없음,없음,,,054-779-6100,,있음,,,,0,0,0
128634,,없음,없음,불가,,,054-779-6100,,,,,,0,0,0
128692,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
2002492,"5,000명",없음,가능,불가,,,경주버드파크 054-777-7200,,있음,연중무휴,,10:00~19:00(18:00 입장마감),0,0,0
1621734,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
126230,,가능,없음,불가,,,054-745-7601,,주차 가능,연중무휴,,,0,0,0
126166,,없음,불가,불가,,,054-746-9913,,있음,연중무휴,,"* 3~9월 - 09:00 ~ 17:00<br />
* 10월 - 07:00 ~ 17:30 <br />
* 11~1월 - 07:30~ 17:00<br />
* 2월 - 07:30 ~ 17:30",1,0,0
758416,,불가,없음,없음,,"* 산에들레 이야기체험 - 민들레 수확하기, 대나무로 
물총만들기 등<br />
* 산에들레 건강체험 - 민들레차 만들기, 민들레김치 담그기, 국화차 만들기, 화전만들기, 손부두 만들기 등<br />
* 생태 관찰체험 - 장수풍뎅이 만나기, 멧돼지 구경하기<br />
* 산에들레 농사체험 - 블루베리따기, 감자/고구마/옥수수 캐기, 감따기, 밤줍기 등<br />
* 산촌 문화체험 - 고기낚시, 민속놀이, 쥐불놀이 등",054-745-9292,,있음,,,,0,0,0
1621727,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
128612,,없음,없음,없음,,,공원관리사무소(사적관리과) 054-779-8743,,통일전 주차장 이용,연중무휴,,24시간,0,0,0
126216,,없음,없음,불가,,,석굴암 054-746-9933,,있음,연중무휴,,"[입장시간]<br />
2~3월 중순/10월 09:00~17:00<br />
3월 중순~9월 09:00~17:30<br />
동절기(11~1월) 07:00~17:00<br />
※ 마지막 입장객 입장 후 1시간 내에 퇴장<br />
※ 사정에 따라 시간 조정될 수 있으니 확인하고 입장",1,0,0
126204,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
126211,,없음,없음,불가,,,054-779-6100,,,,,,0,0,0
1621820,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
1621809,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
128681,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
2609826,,없음,없음,없음,,,054-772-3843,,,,,,0,0,0
2603500,,없음,없음,없음,,,주상절리 전망대 054-775-6366,,,,,,0,0,0
231933,,없음,없음,없음,,,054-772-3843,,,,,,0,0,0
127855,,없음,없음,없음,,"[전통문화체험]<br />
* 유교문화교실 - 생활예절, 혼례, 제례, 문화유산<br />
* 전통체험<br />
* 전통한옥민박",054-762-2630,,임시주차장,연중무휴,,"하절기(4~10월) 09:00~19:00까지<br />
동절기(11~3월) 09:00~18:00까지<br />
※ 지정된 관람시간은 없지만, 이외의 시간은 마을 주민의 생활보호를 위해서 관람시 제약이 따를 수 있음",1,0,0
126213,,불가,가능,불가,,,054-779-6100,,가능,연중무휴,,"하절기(3~10월) 09:00~18:00<br />
동절기(11~2월) 09:00~17:00",0,0,0
128638,,불가,없음,불가,,,054-779-6100,,있음,,,09:00~17:00,0,0,0
128117,,없음,없음,불가,,,054-779-6100,,국립경주박물관 또는 안압지 주차장 이용,연중무휴,,,0,0,0
1621780,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
250271,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
128651,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
319725,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
128682,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
250266,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
319726,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
231891,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
1621714,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
1621742,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
126207,,불가,가능,불가,,,054-772-3843,,대릉원 주차장 이용,연중무휴,,"동절기 : 09:00 ~ 21:00<br />
하절기 : 09:00 ~ 22:00",0,0,0
2614343,,없음,없음,없음,,,054-772-3843,,,,,09:30~17:30,0,0,0
129523,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
126208,,불가,가능,불가,,,054-745-8484,,"있음(대형 19대, 소형 34대 주차)",연중무휴,,"하절기(3월~10월): 09:00 ~ 18:00<br />
동절기(11월~2월): 09:00 ~ 17:00",0,0,0
319812,,없음,없음,없음,,,054-772-3843,,,,,,0,0,0
1621799,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
127985,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
2658227,,없음,없음,없음,,,054-772-3843,,,,,,0,0,0
1621751,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
1621842,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
1621759,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
127484,,없음,없음,불가,,,054-778-4100,,"있음(석굴암주차장, 기림사주차장)",연중무휴,,,0,0,0
250269,,없음,없음,없음,,,054-779-6100,,,연중무휴,,,0,0,0
126229,,불가,없음,없음,,,054-746-7270,,,연중무휴,,"1월/12월 09:00~17:00<br />
2월/11월 09:00~17:30<br />
3월/10월 09:00~18:00<br />
4월~9월  09:00~18:30",0,0,0
2609821,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
231927,,없음,없음,없음,,,054-779-6395,,,,,,0,0,0
127487,,없음,없음,가능,,"* 신라를 담은 별(루미나 나이트 워크) : 8,000원 (행사기간 특별가 5,000원)<br />
* 실감 VR 스튜디오 : 1회권 :2,000원 / 3회권 : 4,000원 / 5회권 : 5,000원<br />
* 인피니티 플라잉 : 대인 15,000원, 소인 12,000원, 경북도민 12,000원<br />
* 정동극장 에밀레 : R석 15,000원, S석 10,000원, 경주시민 5,000원<br />
* 또봇 정크아트뮤지엄 : 15,000원(24개월 미만 무료), 포항,경주 시민 10,000원<br />
* 공예체험 : 5,000원 (체험에 따라 상이)<br />
* 천마차 : 3,000원 (행사기간 특별가 1,000원)<br />
※ 행사장 내 유료 프로그램은 상황에 따라 변동 될 수 있습니다.",054-748-3011,2012년 4월 1일,"동,서편 주차장 (소형 728대, 대형 70대)",,,"공원개장시간 : 10:00~23:00<br />
전시관 운영 시간 : 10:00 ~ 20:00<br />
카페 선덕 운영 시간 : 10:00 ~ 20:00",0,0,0
1957348,,없음,없음,없음,,,054-779-6084,,"각 관광지와 보문 관광 단지 내, 불국사 일대 등에 26개의 공용 주차장 이용 가능",,,,0,0,0
971032,,없음,없음,없음,,,054-779-6100,,,,,,1,0,0
126228,"45,000명",가능,가능,불가,,,054-745-7711,,주차 가능(무료),,,※ 월별로 운영시간이 다름으로 홈페이지 확인 요망,0,0,0
590997,,없음,가능,불가,,,054-745-7711,,있음,,,※ 운영시간은 시즌별 상황에 따라 변동 가능,0,0,0
1621391,,없음,없음,없음,,"* 문화체험<br />
* 인성교육<br />
* 전통혼례",054-775-3624,,,,,,0,0,0
128900,,없음,없음,불가,,,054-536-3686,,주차 가능,평일(월~금),,주말 10:00 ~ 17:30,0,0,0
294526,,불가,없음,없음,,,경흥사 053-812-9933,,주차 가능,연중개방,,,0,0,0
294530,,불가,없음,불가,,,054-436-5048,,있음,연중무휴,,,0,0,0
2614464,,없음,없음,없음,,,053-950-7996,,,,,,0,0,0
126103,"* 최대 수용인원 400,000명<br />* 야영장 수용인원 5,000명",없음,없음,없음,,,054-730-6651,,"있음(1,500대)",,,,0,0,0
128078,,없음,없음,없음,,,054-955-4790,,,,,,0,0,0
126191,,없음,없음,없음,,,054-950-7103,,,,,,0,0,0
250434,,없음,없음,없음,,,고령군관광안내소 054-955-4790,,,,,,0,0,0
127416,,없음,없음,없음,,,054-654-2201,,,,,,0,0,0
128079,,없음,없음,없음,,,054-950-6322,,,,,,0,0,0
128038,,없음,없음,없음,,,054-950-6363,,,,,,0,0,0
127418,,불가,없음,가능,,,054-955-4790,,없음,연중무휴,,,0,0,0
231926,,없음,없음,없음,,,054-950-6322,,,,,,0,0,0
2629770,,없음,없음,없음,,"* 고령옥미 꽃산병<br />
- 체험가능시기 : 연중<br />
- 체험가능인원 : 40명~100명<br />
- 체험소요시간 : 1시간<br />
- 체험가능연령 : 전연령<br />
- 체험비용 : 10,000원<br />
<br />
* 딸기청만들기<br />
- 체험가능시기 : 2월중순~4월말<br />
- 체험가능인원 : 단체 30인이상 또는 체험패키지 이용<br />
- 체험소요시간 : 1시간<br />
- 체험가능연령 : 전연령<br />
- 체험비용 : 7,000원 (300g 1인기준)<br />
<br />
* 햇빛이 만드는 사진손수건<br />
- 체험가능시기 : 연중<br />
- 체험가능인원 : 5명~80명<br />
- 체험소요시간 : 1시간<br />
- 체험가능연령 : 전연령<br />
- 체험비용 : 10,000원",054-954-5555,,,,,,0,0,0
128077,,없음,없음,없음,,"춘, 추계향사(공자 등의 추모제)<br />
기로연(노인공경사상 고취)<br />
인성교육(충효사상고취)<br />
명륜교육(유교정신 고취)",054-950-6322,,,,,,0,0,0
129451,,없음,없음,없음,,,054-550-6414,,,,,,0,0,0
1957969,,없음,없음,없음,,,054-840-5225,,,,,,0,0,0
1957972,,없음,없음,없음,,,054-789-6923,,,,,,0,0,0
126991,,없음,없음,없음,,,054-840-6094,,,,,,0,0,0
297982,,불가,없음,없음,,,고석사 054-276-0370,,없음,연중무휴,,,0,0,0
126170,,없음,없음,불가,,"* 정기 프로그램 <br />
- 체험형 : 명상템플스테이<br />
<br />
* 상시 프로그램<br />
- 휴식형 : 나를 위한 행복여행<br />
<br />
* 특별 프로그램<br />
- 체험형 : 겨울 산사수련회(학생)<br />
- 체험형 : 가는해 오는해<br />
- 체험형 : 겨울 산사수련회(성인)<br />
- 체험형 : 수능힐링템플스테이<br />
- 체험형 : 참 나를 찾아서","고운사 054-833-2324 <br />
템플스테이 054-833-6933",,주차 가능,연중개방,,,0,0,0
1957981,,없음,없음,없음,,,054-330-6354,,,,,,0,0,0
1957985,,없음,없음,없음,,충효교실 예절교육,053-426-3351,,,,,,0,0,0
127693,,없음,없음,불가,,"* 움직이는 선의 숨결<br />
* 2019 부처님 오신날<br />
* 휴식형 템플스테이, 나에게 주는 선물<br />
* 청소년 인성교육 템플스테이<br />
템플스테이 <a href=""http://golgulsa.templestay.com/program/"" target=""_blank"" title=""새창: 템플스테이"">http://golgulsa.templestay.com/program/</a>",054-744-1689,,,연중무휴,,,0,0,0
2614474,,없음,없음,없음,,,053-950-7996,,,,,,0,0,0
1957989,,없음,없음,없음,,,053-810-5367,,,,,,0,0,0
987558,,없음,없음,없음,,,관광안내소(경주역) 054-772-3843,,,,,,0,0,0
1621854,,없음,없음,없음,,,054-722-3843,,있음,,,09:00 ~ 19:00,0,0,0
2616077,,없음,없음,없음,,,"울릉군청 환경보전과 054-790-6182<br /> 
지질공원 탐방객센터 033-791-2113~4",,,,,,0,0,0
297986,,불가,없음,불가,,,054-954-2400,,,,,,0,0,0
1957992,,없음,없음,없음,,,054-270-2274,,,,,,0,0,0
298080,,불가,없음,없음,,,054-532-9272,,주차 가능,,,,0,0,0
127014,,없음,없음,없음,,,054-856-3013,,,,,,0,0,0
126992,,없음,없음,없음,,,054-856-3013,,,,,,0,0,0
127991,,불가,없음,없음,,,054-841-6848,,주차 가능,연중개방,,,0,0,0
127714,,불가,없음,가능,,,054-730-6114,,주차 가능,,,,0,0,0
128437,,불가,없음,없음,,"호패 만들기, 서까래나르기, 메뚜기잡기, 연날리기 등<br />
※ 체험은 계절 및 마을 사정에 따라 변동가능",054-862-7755,,있음,,,,0,0,0
1957997,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
129432,,없음,없음,없음,,"향사례(매년 3월,9월)중정(中丁)",054-639-6581,,,,,,0,0,0
2614482,,없음,없음,없음,,,053-950-7996,,,,,,0,0,0
2610499,,없음,없음,없음,,,포항시 관광안내소 054-270-5977,,,,,,0,0,0
1909659,,없음,없음,없음,,,054-276-9605,,있음,월요일이 휴관인 시설이 많음,,[구룡포근대역사관] 10:00~17:00,0,0,0
2610501,,없음,없음,없음,,,054-270-5977,,,,,,0,0,0
127214,,없음,없음,없음,,,054-270-2842,,있음,,,,0,0,0
127153,,없음,없음,없음,,,봉화군 종합관광안내소 054-673-4996,,,,,,0,0,0
1958004,,없음,없음,없음,,향사,054-679-6333,,,,,,0,0,0
2605829,,없음,없음,없음,,,054-880-3597,,,,,,0,0,0
2605836,,없음,없음,없음,,,054-880-3597,,,,,,0,0,0
2605846,,없음,없음,없음,,,054-880-3597,,,,,,0,0,0
1119621,,없음,없음,없음,,,054-450-6063,,,,,,0,0,0
2500326,,없음,없음,없음,,,054-480-5887,,주차 가능,"월요일, 1월 1일, 명절",,"* 산림문화관 관람시간 : 09:00 ~ 18:00(17:30분 입장마감)<br />
* 생태탐방 모노레일<br />
동절기 09:00  ~ 16:00, 하절기 09:00 ~ 17:00<br />
(동절기 11월 ~ 2월, 하절기 3월 ~ 10월)<br />
※모노레일은 필요 시 연장 또는 단축운영",0,0,0
126102,,없음,없음,없음,,,054-789-6862,,주차가능,,,09:00~18:00,0,0,0
126124,,불가,없음,없음,,,054-639-6895,,,,,,0,0,0
128051,"최대 1,500명/1일, 최적 950명/1일",없음,가능,불가,,산림욕 체험,구수곡자연휴양림 054-789-5470,2001년 7월 7일,있음,,,"- 단순관광객: 당일 09시 ~ 18시<br>
- 이용고객: 당일 14시 ~ 익일 12시<br>
- 이용시간 종료 후 1시간 이상 지체할 경우 이용료 추가징수 - 1시간부터 2시간까지 지체는 이용요금의 30%까지이며, 3시간까지는 50%, 그 이상은 전액 추가징수<br>
- 회의실(강당): 1일(9시~20시), 4시간<br><br>",0,0,0
1958045,,없음,없음,없음,,향사,054-679-6333,,,,,,0,0,0
126745,"최대 500명/일, 최적 300명/일",불가,없음,불가,,숲 생태 체험 프로그램<br>나만의 야생화 화분 만들기 프로그램<br>등산,휴양림관리사무소 054-682-9009,1997년 5월 28일,있음,,,[숙박시설] 당일 15:00~익일 12:00<br>[일일개장] 09:00~18:00<br>,0,0,0
741053,"최대 1000명/일, 최적 500명/일",없음,없음,불가,,숲해설프로그램,054-571-7181,2009년 5월 27일,주차 가능,,,"[숙박시설] 당일 15:00~익일 12:00<br />
[일일개장] 09:00~18:00<br />",0,0,0
127167,,,,,,,휴양림관리사무소 054-373-1327,2000년 8월 17일,,,,,0,0,0
125410,"1일 600~1,000명",없음,없음,불가,,"숲해설 프로그램, 자연물로 체험하는 목공예체험, 그린스쿨(청소년대상), 자연학습 체험교육(어린이 대상)<br>",청옥산자연휴양림 054-672-1051,1991년 8월 7일,있음,,,"[숙박시설] 당일 15:00~익일 12:00<br />
[일일개장] 09:00~18:00",0,0,0
127712,"최대 1,000명/1일, 최적 600명/1일",없음,없음,없음,,"금강송 숲탐방, 소나무 목공예체험",휴양림관리사무소 054-732-1607,1993년 7월 30일,있음,,,"[숙박시설] 당일 15:00~익일 12:00 <br />
[일일개장] 09:00~18:00",0,0,0
125430,"최대 1,000명/일, 최적 600명/일",불가,없음,불가,,,휴양림관리사무소 054-783-3167,1992년 8월 20일,있음,성수기를 제외한 화요일,,"[숙박시설] 당일 15:00~익일 12:00 <br />
[일일개장] 09:00~18:00",0,0,0
2660941,,없음,없음,없음,,"수도산 바디 테라피<br />
- 대상 : 전 연령<br />
- 주요내용 : 자작나무 건강박수, 피톤치드 호흡 등<br />
- 기대효과 : 혈액순환 촉진, 스트레스 해소, 면역력 증진<br />
<br />
수도산 마인드 테라피<br />
- 대상 : 청소년, 일반성인<br />
- 주요내용 : 건강트레킹, 음이온명상, 피톤치드 호흡 등<br />
- 기대효과 : 신체적, 심리적 간강증진 도모, 오감자극<br />
<br />
수도산 웰니스 테라피<br />
- 대상 : 직장인, 직무스트레스 노출 성인<br />
- 주요내용 : 건강트레킹, 반식욕, 족욕, 다도 등<br />
- 기대효과 : 직무스트레스 감소, 노폐물 배출<br />
<br />
찾아가는 산림치유 서비스<br />
- 대상 : 직장인, 산림복지서비스 소외계층<br />
- 주요내용 : 자연명상, 리프레싱 마사지 등<br />
- 기대효과 : 심신 이완, 혈액순환 촉진<br />
<br />
수도산 고백의 숲<br />
- 대상 : 노인, 중장년층<br />
- 주요내용 : 숲과 교감, 스트레스 진단, 균형걷기 등<br />
- 기대효과 : 심리적 안정 도모, 퇴행성 질환 예방, 신체적 균형 안정<br />
<br />
숲체험 교육사업<br />
- 대상 : 청소년<br />
- 주요내용 : 잣나무숲 트레킹, 숲 명상 등<br />
- 기대효과 : 신진대사 촉진, 주의회복력 강화, 신체능력 증진",054-435-3412 ~ 3413,,,,,,0,0,0
2508220,프로그램별 상이,가능,없음,불가,,,054-679-1000,2018년 5월 3일,"일반주차 446대, 대형주차 15대, 장애인주차 10대","월요일(공휴일인 경우 그 다음 첫번째 평일 휴관)<br>1월1일,명절연휴",프로그램별 상이,"하절기(3~10월) 관람시간 09:00~18:00 (17:00 입장마감) <br>
동절기(11~2월) 관람시간 09:00~17:00 (16:00 입장마감)",0,0,0
2447115,,가능,가능,불가,"전연령대(단, 수치유의 경우 키 1.2m 이상)","*산림치유프로그램 6시간 / 30,000원<br />
 - 숲치유(2시간), 건강치유(2시간), 휴식치유(2시간)<br />
 - 숲치유 : 숲길체험(걷기, 명상, 호흡 등)<br />
 - 건강치유 : 아로마테라피, 소도구운동, 편백힐링카프라 중 1개<br />
 - 휴식치유 : 수치유센터(개인고객), 건강증진센터(옵션), 산림치유문화센터<br />
<br />
* 건강증진센터 이용권(당일 선착순 판매)<br />
 - 화~일요일 / 1일 3회 운영(10:00, 14:00, 16:00)<br />
 - 회차 당 30명 미만 이용 제한",054-639-3400,2016.10.18,있음,연중무휴,,"[당일방문] 09:30~12:00, 13:30~16:00<br />
[1박 2일 숙박] (입실) 14:00~21:00, (퇴실) ~11:00<br />
* 시설 상황 등에 따라 변동 가능(사전 문의 권장)",0,0,0
252604,,없음,없음,없음,,,054-330-0850,,있음,연중무휴,,09:00~17:00,0,0,0
2554029,188명,가능,가능,불가,36개월 이상,"* 희망꼼지락(화분) - 체험시간 1시간 / 체험비용 1인 10,500원<br>
* 소망꼼지락(솟대) - 체험시간 1시간 / 체험비용 1인 8,000원<br>
* 짝꿍꼼지락(손수건) - 체험시간 1시간 / 체험비용 1인 5,500원<br>
* 상상꼼지락(칠엽수목걸이) - 체험시간 1시간 / 체험비용 1인 5,500원<br>
* 재미꼼지락(도토리각두 휴대폰고리) - 체험시간 1시간 / 체험비용 1인 5,500원<br>
* 행복꼼지락(소망나무) - 체험시간 1시간 / 체험비용 1인 5,500원<br>
* 미소꼼지락(압화작품) - 체험시간 1시간 / 체험비용 1인 8,500원<br>
* 향기꼼지락(꽃누리미 모우기) - 체험시간 1시간 / 체험비용 1인 5,500원",054-977-8773,2015년 03월 17일,"총 94대(야외주차장 66대, 행정동 2대, 단체숙박동 12대, 숲속의집 14대)",연중무휴,,"[당일방문] 09:30~12:00, 13:30~16:00<br>
[1박 2일 숙박] 입실 14:00~21:00 / 퇴실 11:00<br>
* 시설 상황 등에 따라 변동 가능(사전 문의 권장)",0,0,0
2614573,,없음,없음,없음,,,"울릉군청 환경보전과 054-790-6182<br />
지질공원 탐방객센터 033-791-2113~4",,,,,,0,0,0
705420,,없음,없음,없음,,,054-380-6063,,,,,,0,0,0
128949,,없음,없음,없음,,,054-383-0061,,,,,,0,0,0
1621569,,없음,없음,없음,,,054-380-6916,,,,,,0,0,0
705411,,없음,없음,없음,,,054-380-6063,,,,,,0,0,0
126144,,불가,없음,불가,,,054-383-8032,,,,,,0,0,0
231913,,없음,없음,없음,,,054-380-6063,,,,,,0,0,0
127477,"최대 500명/1일, 최저 200명/1일",불가,없음,불가,,,"관리사무소 054-380-6317, 공원휴양림 054-380-6313",1997년 7월 25일,있음,,,,0,0,0
128431,,없음,없음,불가,,"[봄] 봄나물 채취, 사과꽃 따기, 꿀 따기, 손두부 만들기, 쑥 인절미 만들기<br />
[여름] 감자 캐기, 옥수수 따기, 손두부 만들기, 떡 만들기<br />
[가을] 사과 따기, 고구마 캐기, 산수유 따기, 손두부 만들기, 창작 송편 만들기 등<br />
[겨울] 윷놀이, 짚으로 계란꾸러미·새끼 꼬기 만들기, 눈사람 만들기, 눈싸움 등<br />
※ 체험은 계절 및 마을 사정에 따라 변동 가능",054-382-4667,,주차 가능,,,,0,0,0
2638519,,없음,없음,없음,만 8세 이상,,군위군청 문화관광과 054-380-6915,,,연중무휴,,,0,0,0
705403,,없음,없음,없음,,,054-380-6063,,,,,,0,0,0
705352,,없음,없음,없음,,"인성예절교육(사자성어, 요가, 예절)<br />
충효교실(선비문화탐방)<br />
탐방(향교탐방(수원))<br />
기로연(원로유림잔치)",054-380-6063,,,,,,0,0,0
128477,,없음,없음,없음,,"[영농체험] 고추따기, 콩수확하기, 감따기<br />
[슬로우푸드 체험] 전통메주만들기, 장담그기, 두부만들기<br />
[자연생태체험] 계곡 물놀이, 산나물채취, 돌쌓기, 자연소리듣기<br />
※ 체험은 계절 및 마을 사정에 따라 변동 가능하니 전화문의",054-571-8395,,주차 가능,,,,0,0,0
2623228,,없음,없음,없음,,,054-858-0808,,,"매주 월요일, 1월1일, 설날 및 추석 당일",,10:00~17:00,0,0,0
1958053,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
1958056,,없음,없음,없음,,"향사례(매년 3월,9월)중정(中丁)",054-840-5225,,,,,,0,0,0
1958060,,없음,없음,없음,,"출사동이 선비체험교실(선비사상 및  예절교육)<br />
한자왕 선발대회(초등학생 한자왕 선발)<br />
인문학 아카데미(구곡문화의 이해, 8주)",054-550-6401,,,,,,0,0,0
129206,,없음,없음,불가,,숲 해설 프로그램,054-683-4455,,,,,,0,0,0
2638527,최대 120명,없음,없음,없음,8세 이상,"-테마전시관 관람 (60분소요) 
 -DIY 체험(30분 소요)
 -자체 트레킹(60분 소요)
※ 위 체험비용은 이용요금에 포함되어 있음
※ 프로그램 스케쥴에 따라 진행됨",054-783-8904,,,매년 1월 1일~ 1월 31일 (1월 휴장),,,0,0,0
298105,,없음,없음,가능,,,금곡사 054-971-7561,,주차 가능,연중무휴,,,0,0,0
1958072,,없음,없음,없음,,,054-650-6905,,,,,,0,0,0
126209,,없음,없음,없음,,,054-779-6100,,,,,,0,0,0
407373,,불가,없음,불가,,,휴양림관리사무소 054-830-6001,,주차 가능,,,08:00~18:00,0,0,0
1958076,,없음,없음,없음,,,054-270-2274,,,,,,0,0,0
126921,,없음,없음,없음,,,054-830-6356,,,,,,0,0,0
2626809,,없음,없음,없음,,,금오랜드 054-451-8500,,,,,"* 평일 : 10:00~18:00<br />
* 주말 : 10:00~19:00",0,0,0
126016,,없음,없음,불가,,,054-480-4605,,있음,,,,0,0,0
1118806,,없음,없음,없음,,,054-480-6642,,,,,,0,0,0
1118427,,없음,없음,없음,,,054-480-6642,지정일:1985.10.15,,,,,0,0,0
1958090,,없음,없음,없음,,"향사례(매년 2월,8월)중정(中丁)",053-810-5367,,,,,,0,0,0
1958100,,없음,없음,없음,,,054-370-6062,,,,,,0,0,0
126167,,없음,없음,불가,,"<strong>[ 템플스테이 ] </strong><br>
 <br>
 (체험형)&nbsp;길을 찾는 템플스테이<br>
 - '기림사둘레길, '왕의 길', '해파랑길'을 통해 앞으로의 길을 찾는 템플스테이<br>
 <br>
 (체험형) 다 놓고 푹 쉬어가는 T.S<br>
 &nbsp;- 일상의 모든 것을 내려놓고 아침저녁 예불,촛불제 숲길포행등 스님과 함께하는 프로그램<br>
 <br>
 (휴식형) 푹 쉬어가는 T.S<br>
 - 일상의 번뇌와 스트레스를 잠시 잊고 휴식을 통해 스스로의 마음을 다스려 보는 시간<br>
 <br>
 예약 문의) <a title=""새창 : 템플스테이 예약안내 페이지로 이동"" href=""http://www.templestay.com/"" target=""_blank"">http://www.templestay.com/</a><br>
 &nbsp;&nbsp;- 템플스테이 사무실 054-744-2292<br> &nbsp;※ 프로그램&nbsp;내용 및 일정은&nbsp;사찰의 사정에 따라 변동 가능 하므로 방문전 문의요망&nbsp;",054-744-2292,,주차 가능,연중무휴,,동절기 08:00 ~ 17:00 / 하절기 08:00 ~ 18:00,0,0,0
1958104,,없음,없음,없음,,,010-6541-6094,,,,,,0,0,0
1958107,,없음,없음,없음,,,054-650-6905,,,,,,0,0,0
2001706,,없음,가능,불가,,,054-232-4129,,있음,"월요일, 설날/추석 당일",,09:00~18:00 (17:00까지 입장가능),0,0,0
126168,,없음,없음,불가,,,054-552-7006,,주차 가능,,,,0,0,0
127720,,없음,없음,없음,,,054-950-6322,,,,,,0,0,0
1955020,,없음,없음,없음,,"기로연(전통 경로행사인 기로연 시행)<br />
석전대제 (성현들의 학덕을 추모하는  석전대제 시행)<br />
청소년 예절교실(하계 청소년 예절교실 운영으로 인성교육)",054-420-6092,,,,,,0,0,0
