contentid,discountinfofood,lcnsno,credit_card,discount_info,rep_menu,info_center,kids_facility,open_date,open_time,packing,parking,reservation_info,rest_date,scale,seat,smoking,treat_menus
135498,,19960372606,가능,,한정식,031-531-7970,0,,11:00 ~ 21:00,,주차 가능(50대),전화 예약 가능 (031-531-7970),명절연휴,,200석,모두 금연석,한정식 / 갈비찜 / 녹차 바비큐 외
807298,,20020269397,가능,,살치살 구이,031-214-6037,0,2007년 09월,14:00 ~ 24:00 (주말 12:00 ~ 22:30),,주차 가능,전화 예약 가능 (031-214-6037),연중무휴,,,모두 금연석,살치살 구이 / 갈빗살 구이 / 생등심 구이 외
2670974,,19960306351,없음,,참치회,031-651-3746,0,,17:00-23:30,가능,불가,가능,일요일,,,금연,참치회
1214436,,20030377100,가능,,한우암소특수부위,031-585-2555,0,1989년 12월,06:00 ~ 20:00,포장 가능,주차 가능,전화 예약 문의 (031-585-2555),전화 문의 요망,,,모두 금연석,한우암소특수부위 / 소등심 / 소갈비 / 돼지양념갈비 / 갈비탕 외
2535613,,20140377060,가능,,잣두부전골,031-585-0104,0,,09:00 ~ 21:30,가능,주차 가능,전화 예약 문의 (031-585-0104),연중무휴,,,모두 금연석,잣두부전골 / 모두부 / 보쌈 외
133453,,19810310006,가능,,부대찌개,031-862-6640,0,,10:00 ~ 22:00,가능,가능,전화 예약 가능 (031-862-6640),명절,,,모두 금연석,부대찌개
1195486,,20070377115,가능,,닭갈비,031-582-8725,0,2007년 11월,11:00 ~ 21:00,일부 메뉴 포장 가능,주차 가능,전화 예약 문의 (031-582-8725),연중무휴,,,모두 금연석,닭갈비 / 닭내장
135455,,19860332030,가능,,곰탕,031-591-3657,0,,09:00 ~ 21:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (031-591-3657),명절연휴(전화문의),,,모두 금연석,곰탕 / 임금님탕 / 우족탕 / 수육 외
135047,,19940360210,가능,,중화요리,031-672-4868,0,,11:00 ~ 21:30,일부 메뉴 포장 가능,주차 가능,전화 예약 문의 (031-672-4868),연중무휴,,,모두 금연석,중식코스요리 / 김치해물쟁반짜장 / 해물쟁반짬뽕 / 탕수육 외 각종 중화요리
134891,,19950330033,가능,,한우 특수부위,031-555-1515,0,,10:30 ~ 22:30,가능,주차 가능,전화 예약 문의 (031-555-1515),연중무휴,,,모두 금연석,한우 특수부위 / 생고기 / 육회 / 차돌박이 외
1013250,,19960297542,가능,,뼈전골,032-663-7118,0,1988년,00:00 ~ 24:00,가능(일부 메뉴),주차 가능,"전화 예약 가능 (032-665-5884, 663-7118)",연중무휴,,,모두 금연석,뼈전골 / 김치뼈전골 / 뼈찜 외
133326,,19870277067,가능,,한정식,031-757-0808,0,,11:30 ~ 21:00,일부 메뉴 포장 가능,주차 가능,전화 예약 가능 (031-757-0808),주말 휴무,,,모두 금연석,소갈비찜 / 소갈비전골 / 참갈비탕 / 우거지갈비탕 / 꼬리곰탕 외
1827094,,20120304486,가능,,"쌈밥本갈비정식, 양념本갈비",02-899-0787,0,2012년 11월,11:30 ~ 22:00,,주차 가능,전화 예약 문의 (02-899-0787),연중무휴,,,모두 금연석,한우갈비탕 / 쌈밥本갈비정식 / 양념갈비 / 양념本갈비 / 투뿔한우생등심 / 투뿔한우꽃등심 외
134366,,19940364140,없음,,모둠회,031-357-7822,0,,10:00 ~ 22:00,가능(일부 메뉴),주차 가능(20대),전화 예약 가능 (031-357-7822~3),연중무휴,,,모두 금연석,모둠회 / 우럭 / 광어 / 꽃게찜 / 매운탕 외
1909808,,20100372397,가능,,특선버섯샤브 / 버섯전골,031-536-5362,0,,10:00 ~ 20:00 (주말 10:00 ~ 19:30),,주차 가능,전화 예약 가능 (031-536-5362),월요일,,,모두 금연석,특선버섯샤브 / 버섯전골 / 한우버섯샤브 / 들깨버섯전골 외
2637039,,20120338242,가능,,녹두닭 / 옹심이탕,031-413-3933,0,,11:00 ~ 21:30,가능,주차 가능(100대),,명절당일,,,모두 금연석,녹두닭 / 옹심이탕 / 머루정식 / 다래정식 외
2009946,,20110375020,가능,,참숯 장어구이,031-886-2580,0,,10:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (031-886-2580),명절연휴(전화문의),,,모두 금연석,참숯 장어구이 / 장어탕 / 오리훈제 외
615355,,20050325116,가능,,들깨칼국수,031-912-7676,0,,11:00 ~ 21:00,,주차 가능,,연중무휴,,,모두 금연석,들깨칼국수 / 바지락칼국수 / 팥칼국수 외
134244,,19700377002,가능,,더덕정식,031-584-0351~3,0,,09:00 ~ 19:00,,주차 가능,예약제 운영 (031-584-0351),월요일,,,모두 금연석,훈제갈비정식 / 더덕구이정식 / 산채비빔밥 외
1209036,,20060377106,가능,,닭갈비,031-585-5921,0,,10:00 ~ 22:00,가능,주차 가능(25대),전화 031-585-5921,"명절 전일,당일",,,모두 금연석,닭갈비 / 닭내장 / 막국수 외
1209950,,19920377043,가능,,막국수,031-584-0845,0,1992년 8월,10:00 ~ 21:00,일부 메뉴 포장 가능,주차 가능,전화 예약 가능 (031-584-0845),명절 당일,,56석,모두 금연석,메밀막국수 (일반/특) / 메밀야채전 / 한방수육 (대/중/소) / 토종닭한방백숙 / 토종닭한방볶음탕 등
135247,,19980292339,가능,,한돈삼겹살,031-476-9393,0,,11:00 ~ 22:00 (브레이크 타임 14:00 ~ 16:30),가능,주차 가능,전화 예약 문의 (031-476-9393),토요일 점심,,,모두 금연석,한돈삼겹살 / 잔치국수 / 칡냉면 / 된장찌개 외
403184,,19990285887,가능,,활어회(우럭),031-826-8882,0,,11:30 ~ 01:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (031-826-8882),명절연휴,,,모두 금연석,활어회(우럭) / 광어 / 활어모둠회(광어우럭) / 도미 / 계절특선 (5월에서 10월) 하무유비끼 외
1196232,,20060377137,가능,,체리보이 스페셜 / 돈가스,031-584-9745,0,2007년 12월,12:00 ~ 02:00,,주차 가능(30대),예약 가능,연중무휴,,70석,흡연/금연 분리,체리보이 스페셜 / 돈가스 / 해물스파게티 / 김치볶음밥 외
403815,,19990372330,가능,,두부와보쌈 / 보리밥,031-533-0966,0,,06:00 ~ 21:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (031-533-0966),연중무휴,,,모두 금연석,두부와보쌈 / 보리밥 / 순두부찌개 / 해물파전 외
799603,,19990332302,가능,,한정식,031-557-7318,0,,11:30 ~ 22:00,,주차 가능,전화 예약 문의 (031-555-7318),명절전날 및 당일,,,모두 금연석,
845618,,19890355026,가능,,초계탕,031-958-5250,0,,11:00 ~ 17:00,,주차 가능,전화 예약 가능 (031-958-5250),수요일,,,모두 금연석,초계탕 / 막국수 외
2588610,,20060273140,가능,,삼계탕,031-222-2662,0,,11:00 ~ 22:00,전메뉴 포장가능,주차불가,예약 가능,"일요일, 명절",,,모두 금연석,옻닭 / 삼계탕 / 닭도리탕
1210395,,19980377054,가능,,해장국,031-582-7397,0,1998년 6월,08:00 ~ 22:00,가능(일부 메뉴),주차 가능(20대),전화 예약 가능 (033-582-7397),연중무휴(전화문의),,75석,모두 금연석,해장국 / 소머리국밥 외
135763,,20030336127,가능,,한우생갈비,031-378-7755,0,,10:00 ~ 22:00,가능,주차 가능,"전화 예약 문의 (031-378-7744, 7755)",연중무휴,,,모두 금연석,한우생갈비 / 한우등심 / 한우안창살 / 한우갈비살 / 한우육회 외
135221,,19890323006,가능,,장어구이,031-973-0592,0,,11:00 ~ 21:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (031-973-0592),연중무휴,,,모두 금연석,장어구이 / 양념갈비 / 닭백숙 외
134865,,20110330369,가능,,복지리,031-551-0717,0,,10:00 ~ 22:00,가능,,전화 예약 문의 (031-551-0717),명절연휴,,,모두 금연석,복지리 / 복사시미 / 복샤부샤부 / 복찜 외
2501225,,20170378185,가능,,뼈없는 닭갈비,031-775-8288,0,,11:30 ~ 23:30,가능(일부 메뉴),주차 가능(공용주차장),전화 예약 문의 (031-775-8288),연중무휴,,,모두 금연석,뼈없는 닭갈비 / 닭내장 외
2665682,,20190393248,없음,,아메리카노,010-4320-9559,0,,11:00 ~ 21:00 (주문마감 20:30),,,,화요일,,,,아메리카노 / 카페라떼 / 바닐라라떼 / 밀크티 / 쑥라떼 외
2657184,,20170362654,없음,,밀크티 보틀,031-986-5520,0,,11:00~22:00,가능,주차 가능,,연중무휴,,,,밀크티 보틀 외
1864546,,20130358339,가능,,아메리카노,031-633-9041,0,,09:30 ~ 21:00,가능,주차 가능,전화 예약 문의 (031-633-9041),토요일 / 일요일,,,모두 금연석,아메리카노 / 수제 과일 에이드 / 샐러드 샌드위치 / 리얼 초코 브라우니 외
1827887,,20060344105,가능,,파니니 / 샌드위치,031-426-4608,0,,10:30 ~ 22:00,,주차 가능,전화 예약 문의 (031-426-4608),연중무휴,,,모두 금연석,파니니 / 샌드위치 / 피자 / 커피 / 에이드 외
756816,,20070355573,가능,,곤드레밥 / 간장게장정식,031-948-3440,0,,09:00 ~ 20:00,,주차 가능,전화 예약 문의 (031-948-3440),월요일 / 명절당일,,,모두 금연석,곤드레밥 / 간장게장정식 / 만두국 / 육국수 / 갈비탕 외
232256,,20190364639,가능,,오리백숙 / 순두부,031-338-0821,0,,09:00 ~ 21:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (031-338-0821),둘째·넷째주 월요일,,,모두 금연석,오리백숙 / 순두부 / 토종닭볶음 / 청국장 / 두부보쌈 / 콩비지 / 황태구이 / 묵밥 외
809412,,20080336203,가능,,두부생태전골,031-372-3334,0,,10:30 ~ 21:00,가능(일부 메뉴),주차 가능,,연중무휴,,,모두 금연석,두부생태전골 / 두부보쌈 / 수육 / 두부부침 / 콩비지찌개 외
1891932,,20130355655,가능,,두부코스,031-948-3223,0,,11:20 ~ 21:00 (브레이크타임 15:00 ~ 17:00),가능,주차 가능,전화 예약 문의 (031-948-3223),명절연휴,,,모두 금연석,두부코스 / 스페셜 정식 / 두부철판 / 두부보쌈 / 연두부샐러드 외
669109,,20050344180,가능,,팥손칼국수 / 팥옹심이,031-426-9292,0,,11:00 ~ 21:00,가능,주차 가능,전화 예약 문의 (031-426-9292),연중무휴,,,모두 금연석,팥손칼국수 / 팥옹심이 / 낙지볶음 / 도토리묵무침 / 버섯해물파전 외
812980,,19910355112,가능,,순댓국,031-944-8894,0,,10:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (031-944-8894),명절연휴(전화문의),,,모두 금연석,순댓국 / 순대 / 모둠순대 / 부대찌개 외
134868,,19940362188,가능,,참붕어찜,031-982-8389,0,,10:00 ~ 22:00,일부 메뉴 포장 가능,주차 가능,전화 예약 문의 (031-982-8389),연중무휴,,,모두 금연석,붕어찜 / 메기매운탕 / 메기찜 / 참게매운탕 외
134872,,20000330214,가능,,돌솥설렁탕,031-552-6633,0,,00:00 ~ 24:00,가능,주차 가능(30대),전화 예약 문의 (031-552-6633),연중무휴,,,모두 금연석,돌솥설렁탕 / 돌솥갈비탕 / 도가니탕 / 꼬리곰탕 / 돌솥순두부 외
134608,,20060281055,가능,,탄두리치킨,031-707-3192,0,,11:30 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (031-707-3192),연중무휴(전화문의),,,모두 금연석,탄두리치킨 / 케밥 / 커리 외
133110,,19910301061,가능,,해물탕,032-662-6848,0,,12:00 ~ 21:00,포장 가능,15대 주차가능,전화 032-662-6848,연중무휴,,132석,모두 금연석,"ㆍ해물탕(대/중/소/특소)<br/>ㆍ아구탕(대/중/소/특소)<br/>ㆍ섞어찜(대/중/소/특소)<br/>ㆍ아구찜(대/중/소/특소)<br/>ㆍ꽃게양념찜(대/중/소)<br/>ㆍ간장게장백반(대/중/소)<br/>ㆍ꽃게 동태탕<br/>ㆍ매운 왕갈비 낙지전골(기본 2인분)<br/><br/>※ 메뉴의 가격은 변동이 많아 표기하지 않으므로 방문 문의요망<br/>　 메뉴는 음식점 사정에 따라 변동될 수 있으므로 참고 요망"
2637560,,20010338868,가능,,민물매운탕 / 참게매운탕,031-403-5575,0,,10:00 ~ 21:00,가능,주차 가능(50대),,연중무휴,,,모두 금연석,민물매운탕 / 참게매운탕 / 생선조림 / 생선구이 외
2637566,,20130338474,가능,,어탕칼국수,031-403-0968,0,,11:00 ~ 21:20,가능,주차 가능(50대),,명절당일,,,모두 금연석,어탕칼국수 / 코다리조림 / 어죽 외
1909711,,20050375214,가능,,토리 정식,031-882-7428,0,2005년 11월 15일,11:00 ~ 21:00,포장 불가능,20대 주차가능,하루전 예약 필수 (031-882-7428),"매주 월요일, 명절연휴 휴무","대지 2,178㎡, 연면적 132㎡",,모두 금연석,"토리 삼겹살 바비큐 정식<br> <br> 훈제 누룩장 고등어구이 정식<br> <br> 누룩장 숙성 반계탕(점심특선)<br> <br> 불고기 정식<br> <br> 등심 뚝배기 전통 된장찌개<br> <br><br>"
2670567,,20200290353,없음,,꼬치구이,031-878-7757,0,,18:00-02:00(라스트오더1:30),,,가능,매주 일요일,,,금연,꼬치구이
799700,,19980332367,가능,,매운탕,031-555-5575,0,,10:00 ~ 22:00,,주차 가능,전화 예약 문의 (031-555-5575),명절연휴,,,모두 금연석,매운탕 / 더덕장어구이 / 유황오리찜 / 간장게장 외
1967067,,20100338548,가능,,한방삼계탕,031-432-9333,0,,11:00 ~ 22:00,,,전화 예약 문의 (031-432-9333),연중무휴,,,모두 금연석,한방삼계탕 / 참옻삼계탕 / 능이버섯삼계탕 / 닭곰탕 / 닭개장 외
134223,,19950372113,가능,,버섯전골,031-533-9834,0,,09:00 ~ 21:00,가능,주차 가능,전화 예약 문의 (031-533-9834),월요일 (공휴일 제외),,,모두 금연석,버섯전골 / 버섯곱창전골 / 한방보쌈 / 쟁반국수 외
1196134,,20050377102,가능,,뚝배기매운탕,031-584-4235,0,,11:00 ~ 03:00,,주차 가능,전화 예약 문의 (031-584-4235),연중무휴,,,모두 금연석,뚝배기매운탕 / 메밀막국수 / 명태회막국수 / 백숙 외
134725,,19960323404,가능,,순댓국,031-963-7766,0,,06:30 ~ 22:00,가능,주차 가능,전화 예약 문의 (031-963-7766),연중무휴,,,모두 금연석,순댓국 / 순대국밥 / 순대전골 외
2654586,,19890355060,없음,,한식,031-952-9558,0,,,,,,,,,,
403808,,20000355356,가능,,장단콩정식,"식당 031-954-3443
가공공장 031-953-7600",0,,11:00 ~ 17:00,,주차 가능,전화 예약 문의 (031-954-3443),명절연휴(전화문의),,,모두 금연석,장단콩정식 / 두부전골 / 두부보쌈 / 손두부김치 외
2637670,,20090339212,가능,,한우구이,031-484-3989,0,,10:30 ~ 22:30,가능,주차 가능(60대),,명절당일,,,모두 금연석,
1870538,,20060355756,가능,,스테이크,031-948-6225,0,,11:30 ~ 21:00 (주문마감 20:00),,주차 가능,"전화 예약 가능 (031-948-6225 / 주말, 공휴일 예약불가)",월요일,,,모두 금연석,스테이크 / 피자 / 파스타 / 리조또 / 샐러드 / 디저트 외
133621,,19720370017,가능,,돼지왕갈비,031-855-0325,0,,11:00 ~ 21:00,,주차 가능,전화 예약 문의 (031-855-0325),명절연휴,,,모두 금연석,돼지왕갈비 / 소갈비 / 오리로스 / 소갈비정식 외
133128,,19810310057,가능,,냉면,031-865-2413,0,,11:30 ~ 21:00,가능,주차 가능,전화 예약 문의 (031-865-2413),연중무휴,,,모두 금연석,냉면 /소고기 편육 /  돼지고기 편육 / 돼지고기 겨자무침 외
1921646,,19870285056,없음,,메밀냉면(물·비빔),031-877-2282,0,,11:00 ~ 20:30 (주문마감 20:00),,주차 가능,전화 예약 문의 (031-872-2282),화요일,,,모두 금연석,메밀냉면(물·비빔) / 메밀온면 / 돼지고기 수육 / 소고기 수육 / 접시만두(계절메뉴) 외
1209958,,19920377057,가능,,막국수,031-582-0031,0,2010년 1월,09:00 ~ 21:00,가능(일부 메뉴),주차 가능(15대),전화 예약 가능 (031-582-0031),명절연휴(전화문의),,,모두 금연석,막국수 / 수육 / 냉면 외
133427,,19930345062,가능,,차돌박이 / 불고기,02-482-1967,0,,11:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (02-482-1967),연중무휴,,,모두 금연석,차돌박이 / 불고기 / 삼겹살 / 제육볶음 / 보리밥 / 김치찌개 외
403490,,20060281405,가능,,장어 모둠구이,031-718-5129,0,2006년 05월,10:00 ~ 23:00,가능,주차 가능(10대),전화 예약 문의 (031-718-5129),연중무휴,,,모두 금연석,장어 모둠구이 / 고추장구이 / 한방간장구이 외
133627,,19900370012,가능,,쑥크러스트피자,031-855-5220,0,1984년 09월,10:30 ~ 21:00,가능,주차 가능(70대),전화 예약 문의 (031-855-5100),첫째·셋째·넷째주 월요일,,,모두 금연석,쑥크러스트피자 / 하와이안파인애플피자 / 오븐스파게티 외
1827948,,20140344008,가능,,코스요리,031-426-0098,0,,11:00 ~ 21:00,,주차 가능,전화 예약 문의 (031-426-0098),연중무휴,,,모두 금연석,코스요리 / 샐러드 / 파스타 / 스테이크 / 리조또 / 피자 외
134849,,19970362129,가능,,특정식,031-986-9190,0,,11:30 ~ 21:30,가능,주차 가능,전화 예약 문의 (031-986-9190),일요일,,,모두 금연석,특정식 / 안심스테이크 / 소갈비구이 외
681461,,19960368292,가능,,순댓국 / 소머리국밥,031-769-3500,0,,08:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (031-769-3500),명절당일 및 익일,,,모두 금연석,순댓국 / 소머리국밥 / 삼겹살 외
767086,,20080376072,가능,,뚝배기불고기 / 매운갈비찜,031-835-0625,0,,07:00 ~ 22:00,가능,주차 가능,전화 예약 가능 (031-832-0625),연중무휴,,,모두 금연석,뚝배기불고기 / 매운갈비찜 / 버섯불고기전골 / 콩나물황태해장국 / 올갱이해장국 외
2626006,,20130345237,없음,,꽃등심 / 살치살 / 갈빗살,031-699-0002,0,,11:00 ~ 23:00 (주문마감 22:00),,,,연중무휴,,,,꽃등심 / 살치살 / 갈빗살 / 불고기정식 / 갈비탕 외
1206682,,20000377141,가능,,산더덕양념불고기 / 잣묵사발,010-8374-8600,0,1994년,10:00 ~ 18:00 (18:00 이후 예약 가능),가능(일부 메뉴),주차 가능(20대),전화 예약 가능 (031-584-3384),연중무휴,,70석,모두 금연석,산더덕양념불고기 / 잣묵사발 / 양푼비빔밥 외
810992,,20080350529,가능,,알리오올리오파스타,031-286-8584,0,,11:30 ~ 21:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (031-286-8584),연중무휴,,,모두 금연석,알리오올리오파스타 / 마르게리따피자 / 마레 / 녹차빙수 외
134895,,19920330101,가능,,회정식,031-552-2027,0,,11:30 ~ 23:00,가능,,전화 예약 문의 (031-552-2027),연중무휴,,,모두 금연석,회정식 / 초밥 외
134500,,20000364481,없음,,두부생태찌개,031-225-5125,0,2000년,10:00 ~ 21:00,포장 가능,주차가능,전화 예약 문의 (031-225-5125),명절 휴무,,,모두 금연석,두부동태 / 두부만두 / 두부해물 / 청국장 / 된장버섯찌개 / 두부보쌈 / 수육 외
134966,,20000267458,가능,,수원양념왕갈비,031-217-8889,0,,10:30 ~ 22:00,,주차 가능,전화 예약 문의 (031-217-8889),연중무휴,,,모두 금연석,수원양념왕갈비 / 한우생고기 특수부위 / 갈비탕 외
133214,,19930378070,가능,,산채비빔밥 / 더덕제육쌈밥정식,031-773-5678,0,,09:00 ~ 22:00,가능,,전화 예약 문의 (031-773-5678),연중무휴,,,모두 금연석,산채비빔밥 / 더덕제육쌈밥정식 / 더덕불고기쌈밥정식 / 닭볶음탕 / 제육정식 외
133407,,19970292379,가능,,새우살 / 살치살,031-459-2959,0,,10:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (031-459-2959),연중무휴(전화문의),,,모두 금연석,새우살 / 살치살 / 안심 / 등심 외
1830725,,20060378171,가능,,한방토종닭백숙 / 한방오리백숙,031-775-5432,0,,09:00 ~ 22:00,가능(일부 메뉴),주차 가능,전화 예약 문의 (031-775-5432),연중무휴(전화문의),,,모두 금연석,한방토종닭백숙 / 한방오리백숙 / 닭볶음탕 / 오리볶음탕 외
1946991,,20090308166,가능,,한우,031-668-3939,0,,09:00 ~ 23:30,가능,주차 가능,전화 예약 문의 (031-668-3939),연중무휴,,,모두 금연석,한우 / 돼지갈비 / 삼겹살 / 갈비탕 외
570737,,20070325621,가능,,한정식,031-908-9889,0,,11:30 ~ 21:30 (브레이크타임 15:00 ~ 17:30),,주차 가능,전화 예약 가능 (031-908-9889),연중무휴,,,모두 금연석,
2625993,,20090355202,없음,,참숯 돼지갈비 정식,031-954-6552,0,,10:00 ~ 20:00,,,,연중무휴,,,,참숯 돼지갈비 정식 / 갈비탕 / 냉면 / 해물파전 외
845051,,20040345357,가능,,한채당정식,031-791-8880,0,2004년 12월,11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:30),가능(일부 메뉴),주차 가능,전화 예약 가능 (031-792-8880),연중무휴,,350석,모두 금연석,한채당정식 / 통생선회 / 장어구이 / 육회 / 갈비찜 / 궁중신선로 / 한방보쌈 / 떡갈비 외
133409,,19910290037,가능,,설렁탕,031-468-9393,0,,09:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (031-468-9393),명절당일,,,모두 금연석,설렁탕 / 우양탕 / 도가니탕 / 꼬리곰탕 외
1203580,,19960377078,가능,,"두부전골, 백숙",031-585-1219,0,1996년 6월,07:00 ~ 20:00,일부 메뉴 포장 가능,주차 가능,전화 예약 가능 (031-585-1219),전화 문의 요망,,,모두 금연석,엄나무닭백숙 / 엄나무닭볶음탕 / 두부전골 / 도토리참나물무침 / 도토리해물파전 외
2016900,,19970297191,가능,,아메리카노,032-329-7752,0,,12:00 ~ 22:00,,주차 가능(인근 공영주차장),"카페 좌석예약은 불가능 / 애견호텔링, 데이케어는 예약필수",연중무휴,,,모두 금연석,아메리카노 / 카페라떼 / 허브티 / 블루베리 스무디 / 자몽 에이드 외
135539,,19880372024,가능,,김치말이국수,031-534-0732,0,,10:00 ~ 20:00,,주차 가능,전화 예약 문의 (031-534-0732),연중무휴,,,모두 금연석,김치말이국수 / 김치말이밥 / 곰탕 / 만둣국 / 해물파전 외
1209915,,20050377076,가능,,두부전골,031-584-9767,0,,09:00 ~ 21:00,,주차 가능,전화 예약 문의 (031-584-9767),명절 당일,,,모두 금연석,두부전골 / 두부조림 / 두부구이 / 청국장 / 순두부 외
1125674,,19950332453,가능,,장어구이 / 메기메운탕,010-9104-6780,0,1995-12-05,11:00 ~ 22:00,가능,주차 가능(100대),"전화, 인터넷 예약가능",연중무휴,"3천평 건물3동(본관, 별실, 이벤트홀)",50석,금연/흡연석 구분,장어구이 / 메기메운탕 / 빠가사리매운탕 / 쏘가리매운탕 / 오리구이 외
1973757,,20010338647,가능,,회정식 / 해물칼국수,031-431-2694,0,,10:00 ~ 23:00,가능,주차 가능,전화 예약 문의 (031-431-2694),연중무휴,,,모두 금연석,회정식 / 해물칼국수 / 박속낙지탕 / 조개구이 외
135054,,19990360317,가능,,영양탕,031-676-7170,0,,11:30 ~ 21:00,가능,주차 가능,전화 예약 문의 (031-676-7170),연중무휴,,,모두 금연석,영양탕
2638454,,20150338369,가능,,통갈치조림 / 갈치정식,031-402-6770,0,,09:30 ~ 21:30,가능,주차 가능(30대),,연중무휴,,,모두 금연석,통갈치조림 / 갈치정식 / 갈치구이 외
135518,,19980348094,가능,,행복 한정식 / 산나물 등갈비찜,031-321-7800,0,,11:00 ~ 22:00,,주차 가능,전화 예약 가능 (031-321-7800),"첫째,셋째 월요일",,,모두 금연석,행복 한정식 / 산나물 등갈비찜 / 마당 한정식 / 산나물 소갈비찜 외
135472,,20000358034,가능,,향연모둠,031-638-7177,0,,08:00 ~ 22:00,가능,주차 가능(30대),전화 예약 문의 (031-638-7177),첫째·셋째주 일요일,,,모두 금연석,향연모둠 / 꽃등심 / 한우차돌 / 삼겹살 외
805121,,19980281164,가능,,양·곱창·대창구이,031-705-1055,0,2002년 01월,11:00 ~ 22:00,가능(일부 메뉴),주차 가능,"전화 예약 가능 (031-705-1055, 0202)",연중무휴,,,모두 금연석,양·곱창·대창구이 / 곱창전골 / 우거지양곰탕 / 순두부 / 잔치국수 외
1216533,,19960377077,가능,,손두부 / 닭볶음탕 / 백숙,031-585-0191,0,,08:00 ~ 20:00,가능(일부 메뉴),주차 가능(인근 공영주차장),전화 예약 가능 (031-585-0191),비정기적 휴무(전화문의),,,모두 금연석,손두부 / 닭볶음탕 / 백숙 / 잡고기매운탕 / 도토리묵 / 두부전골 외
2670976,,20150306179,없음,,고기짬뽕,010-3731-3052,0,,11:30-21:00,가능,불가,가능,일요일,,,금연,고기짬뽕
403759,,19960378070,가능,,호박오리구이,031-774-9986,0,2000-05-01,11:30 ~ 21:00,가능(일부 메뉴),주차 가능,조리시간이 긴 관계로 전화 예약 권장 (031-774-9986),화요일 / 명절당일,,120석,모두 금연석,호박오리구이 / 호박도가니 / 훈제수육 외
1018385,,19930309024,가능,,게장정식,031-681-7786,0,1990년,10:30 ~ 21:00,가능,주차 가능(20대),전화 031-681-7786,연중무휴,"2층, 테이블 29, 별실 3, 단체수용가능",116석,모두 금연석,게장정식 / 꽃게탕 / 생선매운탕 외
135660,,20040282624,가능,,중화요리,031-726-0099,0,,점심 11:30 ~ 15:30<br />저녁 17:30 ~ 22:00,가능,주차 가능 (발레파킹),전화 예약 문의 (031-726-0099),명절,,,모두 금연석,삼선짜장면 / 깐풍기 / 라조기 / 새우볶음밥 / 딤섬 외 각종 중화요리
135861,,19970290030,가능,,"삼계탕, 닭죽",031-443-2924,0,,24시간,가능,주차 가능,전화 예약 문의 (031-443-2924),연중무휴,,,모두 금연석,삼계탕 / 닭매운탕 / 안동찜닭 / 닭죽 / 닭계장 외
686189,,19870375034,가능,,막국수 / 편육,031-882-8259,0,,10:30 ~ 20:00,가능,주차 가능,전화 예약 문의 (031-882-8259),명절연휴,,,모두 금연석,막국수 / 편육 / 온면 외
816398,,20010378089,가능,,북경닭냉채 / 게살샥스핀 / 탕수육,031-774-7359,0,,11:00 ~ 21:00,가능(일부 메뉴),주차 가능,전화 예약 가능 (031-774-7359),월요일 / 명절연휴(전화문의),,,모두 금연석,북경닭냉채 / 게살샥스핀 / 탕수육 / 유니자장면 / 해물간자장 / 해물짬뽕 외
792915,,20020323562,가능,,수제돼지갈비 / 왕갈비정식,02-386-5775,0,2002년 10월,11:30 ~ 21:30 (브레이크타임 15:00 ~ 17:00),가능(일부 메뉴),주차 가능(40대),전화 예약 가능 (02-386-5775),명절당일,,,모두 금연석,수제돼지갈비 / 왕갈비정식 / 뼈수제갈비 / 설화구이 외
134499,,20010364222,가능,,왕갈비,031-221-6700,0,,10:00 ~ 22:00,가능,주차 가능,전화 예약 문의 (031-221-6700),명절,,,모두 금연석,왕갈비 / 한우갈비살 / 생갈비 / 불고기 / 돼지갈비 외
133086,,19880290017,가능,,왕갈비,"031-472-9292, 031-472-6262",0,1988년,10:00 ~ 22:00,일부 메뉴 포장 가능,주차 가능,"전화 예약 가능 (031-472-9292, 031-472-6262)",연중무휴,,,모두 금연석,왕갈비 / 생왕갈비 / 돼지갈비 / 갈비탕 외
2404413,,0,,,,,0,,,,주차 가능,,,,,,"한우생갈비, 한우양념갈비, 미국산생갈비 등"
1206750,,19980377127,가능,,오리회전구이,031-584-0695,0,,10:00 ~ 22:00,일부 메뉴 포장 가능,주차 가능,전화 예약 가능 (031-584-0695),명절,,,모두 금연석,오리한마리 / 흑돼지삼겹살 / 열무냉면 외
