contentid,capacity,baby_carriage,credit_card,pet,discount_info,info_center,parking,parking_fee,rest_date,use_fee,use_time,scale,spend_time
130221,"1층 354석 , 2층 114석",없음,없음,불가,,고양시문예회관 031-965-2957,주차 가능,"요금징수시간 : 평일 08:00~20:00
주차요금 : 최초1시간 무료 / 30분당 1,000원 추가<br />
※ 무료 : 토요일, 일요일 및 공휴일","명절, 공휴일",,09:00~21:00,"총 부지면적 13,515㎡ (4,988평)<br />
연면적 4,922㎡ (1,480평)",
129866,,없음,없음,불가,,과천문화원 02-504-6513,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
130089,"대극장-929석(휠체어석 10석), 소극장-380석(휠체어석 4석)",없음,가능,불가,,과천시민회관 02-504-7300,"주차 가능(주차장이 협소하므로 가급적 대중교통 이용)<br />
※ 차량 5부제 실시","공연티켓(영화티켓) 제시시 4시간까지 2,000원, 추가 10분당 400원<br />
※ 공연 관람 후 주차장 정산소에서 주차관리 직원에게 제시",연중무휴,공연에 따라 다름,공연에 따라 다름,"지상 4층, 지하 3층",
130093,,없음,없음,불가,,광명문화원 02-2618-5800,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,,
2034106,200명 수용가능,없음,불가,가능,,02-2680-6952,있음,"소형, 중형 3,000원 / 대형 4,000원",매주 월요일,무료,10:00~18:00,"본관 1층 400평, 2층 400평 (지하1층, 지상 2층) <br />
별관 1층 150평, 2층 159평 (지상 2층)",약 1시간
129878,,없음,없음,불가,,광주문화원 031-764-0686,주차 가능,,"토요일, 일요일, 공휴일",,"09:00~18:00<br />
※ 강좌시간에 따라 변동 가능",,
129865,,없음,없음,불가,,031-557-6383,주차 가능,무료,"토요일, 일요일, 공휴일",,09:00~18:00,전용면적 221평,
130570,200명,없음,가능,불가,,031-948-6677,주차 가능,무료,매주 월요일,"성인 8,000원 / 학생 7,000원",10:00~18:00,,1시간
2439216,100명,없음,가능,불가,"20% - 만 65세 이상, 장애인(복지카드 소지자), 양평군민(신분증 지참)<br />
10% - 인터파크 사전예매시",구하우스 미술관 031-774-7460~1,있음(약 소형 20대),무료,"휴관일 : 매주 월요일, 설/추석 연휴","일반 12,000원 / 청소년 6,000원 / 어린이(36개월 이상) 5,000원","월별 상이<br>
홈페이지참고","건축면적 4,638㎡<br />
연면적 1,384㎡",1시간-1시간 1반
660722,"1,000명 이상",가능,가능,불가,,안내데스크 02-3677-1500,"관람객주차장 3개소, 대형주차장 1개소<br>
 총 1,116대 주차(대형 38대, 장애인주차구역 44대 포함)<br>
 ※ 이용시간 : 입차(09:00~20;30),출차(09:00~22:30)<br> ※ 야간개방 시 주차장 운영시간 09:00~22:00","일반차량(25인승 미만) 5,000원<br>
 대형(25인승 이상) 10,000원<br>
 경차(1000cc 이하) 및 친환경차(하이브리드) - 정산금액의 50% 할인<br>
 유료 과학교육 프로그램 대상자 - 평일 무료, 주말 또는 공휴일 50% 할인<br>
 장애인차량 - 주차요금 면제 , 장애인 복지카드 및 장애등록차량으로 확인<br>
 ※ 16:00시 이후 입차시 50% 할인(전차종)/단, 기존 할인율 적용차량 제외<br> ※ 신용카드, 교통카드 결제 가능","1월 1일, 매주 월요일(단, 월요일이 공휴일인 경우 공휴일 다음의 첫번째 평일)","[상설전시]<br>
개인 - 어른 4,000원 / 청소년 및 어린이 2,000원<br>
65세 이상, 장애인, 국가유공자 및&nbsp;기초생활수급자&nbsp;-  무료<br>
※ 어른(20~64세), 청소년 및 어린이(7~19세)<br>
※ 20인 이상 단체의 인솔자  1인 무료(20명당 1인)<br>
※ 노인, 장애인, 국가유공자 및 기초생활수급자는 증명서  필히 지참<br>
※ 장애1~3급 : 장애인과 동반 1인 무료 <br>
※ 장애4급 이상 : 장애인  본인만 무료<br>
<br>
[천체투영관]<br>
어른 2,000원 / 청소년 및 어린이 1,000원 /  65세 이상 1,000원<br>
장애인, 국가유공자 및 기초생활 수급자 (20세 이상) 1,000원  / (5~19세) 500원<br>
※ 상설전시관 관람객에 한하여 입장가능(5세미만 입장 불가)<br>
※  유료회원 50% 할인<br>
※ 노인, 장애인, 국가유공자 및 기초생활수급자는 증명서  필히 지참<br>
※ 장애1~3급 : 장애인과 동반 1인 50% 할인 <br>
※ 장애4급 이상 :  장애인 본인만 50% 할인<br>
<br>
<br>
[천체관측소]<br>
낮 프로그램(7세 이상) - 무료<br>
※  낮 프로그램에 참가하기 위해서는 상설전시관 입장권 필요<br>
밤 프로그램(7세 이상)  - 10,000원<br>
※ 단체(10인 이상 ~ 20인 이하)의 인솔교사 1인 무료<br>
※ 단체예약은  학기중에만 운영<br>
※ 온라인 예약자만 참가 가능<br><br>","상설전시관 09:30~17:30(화~일)<br>
천체관측소 09:30~22:00(화~일)<br> ※ 입장은 관람시간 종료 1시간 전까지 가능","* 부지: 243,970㎡, 건축연면적: 49,050㎡<br> 
* 층수: 지하 1층~지상 3층<br>* 최고높이: 33.3m",
130187,"[화~금] 5000명, [토요일 및 개원일과 겹친 공휴일] 3000명",없음,가능,불가,,안내센터 031-540-2000,주차 가능,"대형 5,000원 / 소형 3,000원 / 경차, 저공해자동차 1,500원 / 이륜차 1,000원<br>
 ※ 무료 : 장애인, 유공자 등<br> ※ 주차요금은 1일 정액제이며, 주차장 입차시 차량번호 인식카메라 촬영시각부터 30분 초과시 일일주차요금 징수","매주 일요일, 월요일, 1월 1일 · 설 · 추석 연휴","어른 1,000원 / 청소년 및 군인(만 13세~만 19세) 700원 / 초등학생(만 7세~만 12세) 500원<br />
※ 무료 : 만 6세 이하, 만 65세 이상, 장애인, 국가유공자, 3자녀 이상 가족 등<br />
※ 단체할인 없음(3자녀 이상 가족은 건강보험증이나 주민등록등본 지참)<br />
※ 무료입장은 증명서(장애인증, 주민등록등본, 건강보험증 등)를 제시한 경우만 가능<br />
※ 장애등급 제3급 이상인 경우에만 보호자 1인 무료<br />
※ 3자녀 이상 가족 : 자녀수가 3인 이상 가족으로서 막내자녀가 만12세 이하인 경우 부모 및 동반자녀 무료","하절기(4~10월) 09:00~18:00<br />
동절기(11~3월) 09:00~17:00<br />
※ 입장은 한 시간 전까지 가능<br />
※ 일일 제한인원이 초과될 경우 입장(예약)이 안됨",,
130963,,없음,없음,불가,,"국립여성사전시관 031-819-2288, 2299",주차 가능,,"일요일, 공휴일, 설날/추석 연휴",무료,09:00~18:00,826.45m²,약 2시간
129764,,없음,가능,불가,,02-2188-6000,주차가능,"기본 2시간 2,000원 (초과요금 30분당 1,000원, 1일 최대요금 10,000원)","매주 월요일, 1월 1일<br />
※ 월요일이 공휴일일 경우 그 다음의 평일이 휴관","상설전시 : 무료<br />
※ 해당 전시에 따라서 달라질 수 있음(자세한 안내는 전시 소개페이지 참고)","3~10월 10:00∼18:00(토 21:00까지)<br /> 
11∼2월 10:00∼17:00(토 21:00까지)<br />
※ 입장 시간 : 관람종료 1시간 전까지 가능","규 모  대지면적 66,916㎡ <br />
연면적 37,500㎡ <br />
전시실 면적 11,530㎡ <br />",
130104,100여명,없음,없음,불가,,031-397-0195,주차 가능,무료,"일요일, 공휴일",무료,09:00~18:00,"부지면적 971.1㎡, 건축연면적 3,660.27㎡(지상5, 지하2층) <br />
전시면적 174.33㎡(1층 향토사료관) 도서관(307.72㎡)",30분
1730460,"수리홀 1,129석<br /> 
철쭉홀 422석",없음,가능,불가,,031-390-3500,"주차 가능(총 322면 - 옥외 90면, 옥내 232면)",무료,,공연에 따라 다름,공연에 따라 다름,"부지면적 16,968㎡, 건축연면적 6,091㎡, 연면적 24,926㎡<br />
지하 2층, 지상 4층",
2537146,50명,없음,없음,불가,,02-2621-8860,주차 가능(소형 40대),,매주 월요일,무료,"3~10월 09:00~18:00 <br />
11~2월 09:00~17:00",,약 30분
130569,100여 명,없음,없음,불가,,김내현화랑 031-963-3262,주차 가능,무료,"매주 일요일, 월요일",무료,10:00~18:00,"150평(전시실80평, 작업실70평)",약 1시간
2633971,,가능,가능,가능,,031-996-6836,있음,무료,매주 월요일,무료,10:00 ~ 17:00,,약 1시간
2405073,,없음,없음,불가,,김포독립운동기념관 031-996-6270~1,주차 가능,,"매주 월요일 및 법정공휴일, 근로자의날(5월1일)",무료,10:00~18:00,"건축면적 1,297.91㎡, 연면적 1,956.86㎡",약 30분
129875,,없음,없음,불가,,031-982-1110,주차 가능있음 (약 40대 주차 가능),,"토요일, 일요일, 공휴일",없음,09:00~18:00,,
2638136,,없음,가능,불가,,031-996-1603,있음(김포아트홀 지하 1/2층 및 공영주차장 이용 가능),주차장 별 상이(공영주차장 이용 권장),없음(공연일정에 따라 상이),공연 및 전시에 따라 상이,매일 09:00 - 18:00,"공연장(445 ㎡)<br />
전시실(370 ㎡)",
2396871,,없음,가능,가능,,김포인삼쌀맥주갤러리 031-996-0021,"소형 100대, 대형버스 가능",무료,"매월 마지막주 화요일(인삼판매장), 설,추석연휴 당일",무료,10:00~18:00,,약 1시간
2492782,약 30명,없음,없음,불가,,나폴레옹갤러리 031-606-8525,주차 가능,"30분 1,500원 (추가 10분 500원)(주말 무료, 평일 유료)",매주 월요일,무료,10:00~20:00 (입장마감 19:30),전시면적 85.25㎡(지상 1층),약 30분
1060264,,없음,없음,불가,,남송미술관 031-581-0772,주차 가능,,매주 월요일,"개인 - 어른 4,000원 / 대학생,청소년,군경,경기도민 3,000원 <br />
단체 - 어른 3,000원 / 대학생,청소년,군경,경기도민 2,000원 <br />
※ 단체는 10인 이상<br />
※ 무료 - 65세 이상, 5세 미만 어린이, 장애인","10:00~17:00 <br />
※ 점심시간 12:00~13:00",,
2507011,320명 수용가능,없음,가능,불가,"20%할인 <br />
남양주시민 또는 단체20인상, 기초생활수급자 및 그자녀<br />
국가유공자 그유족 또는 그가족, 장애인, 다자녀가족, 한부모가족<br />
※ 중복적용불가",어린이비전센터 031-560-1560~3,주차 가능(약 158대),무료,"매주 월요일(단, 월요일이 공휴일인 경우에는 그 다음날), 설날(음력1월1일), 추석(음력8월15일)","* 체험 전시실<br />
- 24개월 이상 만12세 이하 : 5,000원<br />
- 동반보호자 : 무료<br />
<br />
* 사계절 썰매장<br />
- 24개월이상 만12세이하 : 7,500원<br />
- 만 13세 이상 : 9,000원<br />
<br />
* 라바파크<br />
- 24개월 이상 만12세 이하 : 10,000원",10:00~18:00,"부지8,182.68㎡, 연면적6,949.61㎡(지상4층, 지하1층)",약2시간
129868,,없음,없음,불가,,남양주문화원 031-592-0667,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,전용면적 70평,
1936797,,없음,없음,불가,,031-590-8600,주차 가능,무료,"매주 월요일, 1월 1일, 설추석",무료,10:00~18:00 (30분전까지 입장가능),,
1732075,"대공연장 1,068석 / 소공연장 270석",없음,가능,불가,,031-760-4480,주차 가능,무료,매주 월요일,공연에 따라 다름,공연에 따라 다름,"면적 30.607㎡<br />
연면적 26,925㎡, 지하 2층~지상 4층",
1113463,,없음,없음,불가,,"노작홍사용문학관 031-8015-0880, 0887",주차 가능,,"매주 월요일, 명절, 선거일",무료,화~일 09:00~18:00,"부지면적 990㎡ / 연면적 907.55㎡ / 지상1층, 2층",
130717,,없음,없음,불가,,농업진흥과 도시농업팀 031-940-4801,주차 가능,,연중무휴,무료,10:00~17:30,,
130655,"약 1,000명",없음,없음,불가,,031-998-1000,주차 가능,무료,매주 월요일,"일반 - 개인 5,000원 / 단체 4,000원<br />
초중고 - 개인 4,000원 / 단체 3,000원<br />
유아 - 개인 3,000원 / 단체 2,000원 <br />
※ 단체는 20인 이상","하절기(3~10월) 10:00~18:00<br />
동절기(11~2월) 10:00~17:00","부지 33,058㎡
 <br>건물면적 347㎡",
129834,,없음,없음,불가,,석주선기념박물관 031-8005-2389,주차 가능 (단국대 내부 주차장),,"국경일과 공휴일, 본교의 방학 기간, 기타 본 박물관에 특수한 사정이 있을 경우",무료,"화, 목요일(주 2일) 10:00~16:00<br />
(특별전 기간에는 매일 개관)","건평 2,473㎡",
2615563,,없음,없음,없음,,단원미술관 031-481-0505,,,,,,,
2623135,,없음,없음,없음,,031-940-3910,가능,무료,매주 월요일,,,,
130566,,없음,없음,불가,,대안미술공간 소나무 031-673-0904,주차 가능,,"일요일, 공휴일",무료,"월~토 11:00~18:00 <br />
※ 사전예약 후 방문",,
130970,,없음,가능,불가,,더 파크 아프리카뮤지엄 031-543-3600,주차 가능,무료,매주 월요일,"입장료+동물원 대인 12,000원 / 소인 11,000원","하절기(3~11월) 09:30~18:00<br />
동절기(12~2월) 10:00~17:30<br />
※ 마감 30분 전까지 입장 가능","대지 10,000평, 박물관 1,00평, 휴게실 50평, 공연장 250평, 연못 1,450평, 주차장 2,200평",약 1시간 30분
130442,,없음,없음,불가,,덕포진교육박물관 031-989-8580,주차 가능,,매주 월요일 휴무(월요일이 공휴일인 경우 다음날),"개인 - 어른 4,000원 / 경로 3,000원 / 청소년 2,000원 / 어린이 1,500원<br />
※ 단체방문시 할인 가능",10:00~18:00 (03월-11월)<br> 10:00~17:00 (12월-02월),"건축면적 1,322㎡<br>
야외전시실 198㎡",
1944709,,없음,없음,없음,,031-771-0469,주차 가능,무료,월요일,,10:00~18:00,,
1897900,"1,500명 수용 가능",없음,없음,불가,,031-860-3281,주차 가능,무료,"매주 금요일, 법정공휴일, 설날/추석",무료,09:00~18:00,"부지면적 1299.18㎡ / 건축연면적 2016.54㎡(지상3, 지하1층)<br />
세미나실(지하1층) 58.89㎡ / 꼬맹이방(1층) 152.06㎡ / 꿈나무자료실(2층) 353.72㎡<br />
디지털자료실(3층) 224,79㎡ / 시네마천국(3층) 161.98㎡",
129860,,없음,없음,불가,,동두천문화원 031-865-2923,주차 가능,,"토요일, 일요일, 공휴일",,09:00~18:00,전용면적 148평,
2554094,100명 수용 가능,불가,불가,불가,,DIMA아트센터 031-670-6938,주차가능,무료,"매주 일요일, 공휴일 휴무",무료,09:00~18:00,"대지면적 1,138,050㎡<br />
전시실 191,957㎡",약 1시간
735890,100명,가능,가능,불가,,동화나라 031-942-1956,주차 가능,무료,매주 월요일,무료,11:00~18:00,"지하 1층(워크샵) , 지상 2층",
1798546,200명,없음,가능,불가,,돼지박물관 031-641-7540,주차 가능(약 소형 100대 / 대형 10대),무료,매주 월요일,"대인(13세 이상) 7,000원 <br />
소인 6,000원<br />
24개월 미만 무료",09:00~18:00,"박물관 : 297m² (90평)<br />
치유정원 : 4628 m² (1400평)<br />
체험장, 식당 : 396 m² (120평)<br />
공연장 : 198m² (60평)<br />
카페 : 99m² (30평)",약 3시간 정도
130417,,없음,가능,불가,※ 파주시민 1인당 500원 할인(개인만 해당/신분증 등 증명서 확인),두루뫼박물관 031-958-6101~2,주차 가능 (승용차 및 대형버스 가능),관람객에 한해 무료,연중무휴,"개인 - 어른 5,000원 / 중고생 4,000원 / 어린이 3,000원 / 경로, 장애인, 군경, 유공자 4,000원<br />
단체(30인 이상) - 어른 4,000원 / 중고생 3,000원 / 어린이 2,000원 / 경로, 장애인, 군경, 유공자 3,500원<br />
※ 경로 65세 이상","10:00~18:00<br />
※ 사전예약으로 조정 가능","지하 1층, 지상 3층",
130235,,없음,없음,불가,,두물워크샵 010-5297-3336,주차 가능,무료,,공연에 따라 다름,공연에 따라 다름,,
130579,,없음,없음,불가,,"드림갤러리 02-720-4988, 725-9444",,,,,전시중에만 개관 (전시일정은 홈페이지 참고),,
130593,200여 명,없음,없음,불가,,롯데갤러리 031-909-2688,백화점 주차장 이용,유료,"백화점 휴무일(월 1회, 일정하지 않음)",무료(기획전의 경우 관람요금의 변동이 있을 수 있음),"월~목요일 10:30~20:00<br />
금~일요일 10:30~20:30<br />
※ 백화점 영업시간과 동일",면적 : 약 270㎡,30분
130704,,없음,가능,불가,,마가미술관 031-334-0365,주차 가능,,"매주 월요일, 명절 당일, 매년 1월 1일","개인 - 성인 4,000원 / 청소년 3,000원 / 어린이, 노약자 2,500원<br />
단체 - 성인 3,000원 / 청소년 2,500원 / 어린이, 노약자 2,000원<br />
※ 단체 10인 이상<br/>
※ 무료 : 장애우 및 미취학 아동","하절기(4월~9월) 10:00~17:30<br/>
동절기(10월~3월) 10:00~17:00<br/>
※ 종료 30분전 입장마감",,
631478,50명,없음,없음,가능,,마나스아트센터 031-774-5121,"주차 가능(대형버스 2대, 중형 승용차 30대 가능)",무료,설/추석 당일,무료,변동,부지면적 700평 건평 200평,약 1시간 30분
1624929,,없음,없음,불가,,만해기념관 031-744-3100,주차 가능,,"매주 월요일, 1월 1일","개인 - 일반 2,000원 / 청소년 1,000원 / 군인, 장애인 1,000원<br />
단체 - 일반 1,600원 / 청소년 800원<br />
※ 무료관람 - 6세 이하, 국가유공자 본인, 남한산성주민<br />
※ 단체는 20인 이상<br />
※ 일반(19세 이상), 청소년(7세~18세)","하절기(3~10월) 10:00~18:00<br />
동절기(11~2월) 10:00~17:00",,
129796,,없음,없음,불가,,말박물관 02-509-1287,주차 가능,,"매주 월요일, 1월 1일, 설날, 추석, 기타 임시휴관일","경마공원 입장시 박물관 입장료 무료 <br />
* 경마공원 입장료 : 경마일 2000원 / 비경마일 무료","10:00~18:00<br />
* 노을경마 기간은 공원 입장시간으로 조정",406㎡,
130327,,없음,가능,불가,,명성황후생가 031-881-9731,주차 가능,"경차 500원 / 소형 1,000원 / 대형(16인승 이상) 2,000원","매주 월요일, 1월 1일",,"하절기(3~10월) 09:00~18:00<br>
동절기(11~2월) 09:00~17:00<br>
※ 관람 종료 30분 전까지 입장",,[유적지 전체] 30분<br>[문화해설사 동행시] 60분
130928,,없음,없음,없음,,"학예팀 031-330-6074, 6744",주차 가능,,"매주 토요일, 일요일 및 공휴일",무료,"학기중 - 10:00~16:00 <br />
방학중 - 10:00~14:00 <br />
※ 점심시간 12:00~13:00","전시공간:1,088(㎡), 수장공간:240(㎡), 사무실:64(㎡), 관장실:32(㎡), 자료실:48(㎡), 기타:96(㎡)",
1200255,,없음,없음,없음,,명지산생태전시관 031-582-7426,주차 가능,,,무료,09:00~18:00,,
2377785,영화관 186석(휠체어석 2석 포함),없음,가능,가능,,명필름아트센터 031-930-6600,주차 가능,무료,,,,"지상 4층, 지하 2층, 연면적 7,941㎡",영화 상영시간에 따라 상이
129770,,없음,가능,불가,,"모란미술관 031-594-8001,2",주차 가능,무료,매주 월요일 (명절 휴관일 등 홈페이지 공지),"※ 개인 : 어른 5,000원 청소년 4,000원 어린이 3,000원 <br /> 

* 단체관람(20% 할인) - 20인 이상 <br />
* 만 70세 이상 50% 할인 <br />
* 무료입장 : 장애인 1~3급 본인, 국가유공자 <br />
* 문화가 있는 날(매월 마지막주 수요일) : 개인, 가족 단위 무료입장 (단체는 제외)<br />
* 36개월이상 8세 미만은 어린이 요금과 동일","11~2월 09:30~17:00<br />
3월, 10월 09:30~17:30<br />
4월, 9월 09:30~18:00<br />
5~8월 09:30~18:30","야외전시장 8,600여평의 110여점 조각작품 상설전시<br>
전시실 287평 (2층 건물, 4전시실)<br>
수장고 61평 (복합 지하1층, 지상2층)",
129797,,없음,가능,불가,,031-885-9952~4,주차 가능,목아박물관 입장시 무료,매주 월요일,"개인 - 성인 5,000원 / 어린이, 청소년, 경로 3,000원<br />
단체 - 성인 3,000원 / 어린이, 청소년, 경로 2,000원<br />
※ 국가유공자, 장애3급 이상 - 무료","* 하절기(3~10월) 09:00~18:00 (입장마감 17:30)<br />
* 동절기(11~2월) 09:00~17:00 (입장마감 16:30)","총 규모 12502㎡ (부속건물 6개소 포함)<br />
: 전시관 본관 1375㎡, 야외전시장 6611㎡, 무애산방 198㎡, 학예연구실 46㎡, 소반정사 370㎡, 
수장고 595㎡<br />",약 1시간 ~ 1시간 30분
1753541,"객석수: 286석(1층 150석, 2층 136석, 장애인석 4석)",불가,가능,불가,,031-323-6342,주차 가능,무료,매주 월요일,공연에 따라 다름,공연에 따라 다름,총면적 864㎡ / 무대면적 99㎡,공연에 따라 다름
2623847,,없음,없음,없음,,031-265-8200,100여대,3시간 무료,,"* 성인(20세 이상) : 10,000원<br>
* 청소년(중고교생) : 8,000원<br>
* 어린이(4세~초등생) 6,000원<br>
* 경로우대(만 65세 이상), 장애인, 국가유공자 입장료 50% 할인<br>
- (신분증 및 증빙자료 제시 필수, 중복할인 불가)","* 화~일 10:00~18:00 (매주 화요일 휴관)<br />
※ 전시장 입장은 전시 종료전 30분 전에 마감됩니다.",,
2371028,100명 수용가능,없음,가능,불가,- 재 입장시 30%,미누현대미술관 031-754-9696,주차 가능,무료,매주 월요일,"어른(19~64세) - 개인 8,000원 / 단체 6,000원 <br />   
청소년/어린이 - 개인 15,000원 / 단체 13,000원 <br /> 
<br />
※ 무료 대상자 - 어린이(만 3세까지), 65세이상, 장애인","10:00~19:00 <br />
주말 10:00~18:00 <br />
※ 마감 1시간 전까지 입장 가능","두산빌딩 지상3층 전관(180평) <br />
부지면적: 10.01 / 21589.80 ㎡(상가건물), 건물 연면적 : 587.4㎡<br />
전시면적: 3실 443.36㎡",약 2시간
2630998,,없음,없음,없음,,031-241-1238,,,,,,,
2354323,500명 수용가능,없음,가능,가능,,미메시스 아트 뮤지엄  031-955-4100,주차 가능,무료,"전시관람 : 매주 월~화 휴관<br />
전체휴관일 : 신정, 설/추석 당일, 크리스마스 <br />
* 행사에 따라 휴관할 수 있으니 홈페이지 참조","성인 (만 19세 이상) 5,000원 <br />
학생(초/중/고, 8-18세) 4,000원<br />
단체 (20인 이상 사전예약시) 4,000원<br />
65세이상 노인, 군인, 국가유공자, 장애인(복지카드 소지자) 4,000원<br />
매월 마지막 주 수요일 <문화가 있는 날> 4,000원<br />
미취학아동(3세-7세) 무료 입장","11월~4월 10:00 ~ 18:00<br>
5월~10월 10:00 ~ 19:00","부지면적 : 4,645.70㎡ <br />
건축 연면적 : 4,241.99㎡(지상 3층, 지하 1층)",약 2시간
130827,,없음,없음,불가,,바른샘어린이도서관 031-216-9373,주차 가능,,"매주 월요일 및 국가지정 공휴일(일요일은 개관, 단 타 국가지정 공휴일과 중복시 휴관)",무료,09:00~18:00,,
2638584,,없음,없음,없음,,031-678-2466,,,"월요일 휴무, 1월1일, 추석 당일 휴무",무료,09:00~18:00,,
2657488,,없음,없음,없음,,010-9968-5878 (방문 시 전화 문의 필수),,,,,월~금요일 12:00~17:00(전화예약),,
2612874,,없음,없음,없음,,용인공원 031-334-3484,,,,,,,
130708,,없음,없음,불가,,031-765-3522,주차 가능,,"매주 월요일, 화요일","개인 - 성인 4,000원 / 청소년 3,000원 / 경로 및 광주시민 3,000원 / 유치부 2,000원<br />
※ 성인(대학생 포함), 청소년(초.중.고), 경로(65세 이상), 광주시민(신분증 소지자)<br />
※ 무료 : 5세 이하, 국가유공자, 장애인<br />
※ 단체 20인 이상","수요일 13:30~18:00 (매표마감 17:30)<br />
목~일요일 10:00~18:000 (매표마감 17:30)",,
2550738,"1,500명 수용가능",가능,가능,불가,"지역주민 20%/ 임산부, 다둥이30%/군인(사병)무료",배다골테마파크 031-970-7339,"대형20대, 승용차300대",무료,"매주 월요일 휴관(단, 빨간날에는 정상운영)",,09:00~17:00,"부지면적 3,624㎡, 건축연면적 1,499㎡(지상2층)<br />
전시면적 595㎡(1층)",약 2시간
631003,,가능,가능,불가,,백남준아트센터 031-201-8500,주차 가능,"*1개 기관 이용시<br />
- 승용차 : 기본1시간 1,000원 매 10분당 200원<br />
- 중/대형차 : 기본1시간 2,000원 매 10분당 400원<br />
<br />
* 2개 기관 이용시<br />
- 승용차 : 기본2시간 1,000원 매 10분당 200원<br />
- 중/대형차 : 기본2시간 2,000원 매 10분당 400원<br />
<br />
* 3개 기관 이용시<br />
- 승용차 : 기본3시간 1,000원 매 10분당 200원<br />
- 중/대형차 : 기본3시간 2,000원 매 10분당 400원<br />
※ 출차 시 요금 면제 : 소형 입차후 10분 이내 / 중 대형 입차후 30분 이내<br />
※ 주차요금 감면 대상차량은 유인 정산소 이용","1월 1일, 설날/추석 당일, 매주 월요일","무료 (특별기획전의 경우, 관람료가 다를 수 있음)","화~일요일 10:00~18:00<br />
※ 하절기 연장운영(7~8월) 10:00~19:00<br />
※ 관람종료 1시간 전까지 입장 가능","부지 30,983㎡, 건물 5,605㎡, 지하2층, 지상3층",약 1시간
2666913,,없음,없음,없음,,031-333-2114,,,"월요일 휴무 1월1일, 명절, 작품교체시 휴관","성인 7,000원<br>학생(8세 이상) 3,000원",매일 10:00~18:00 매표마감 : 17:30,,
2551447,약 150명 수용 가능,불가,가능,가능,단체 30% 할인,벽봉한국장신구박물관 031-949-0848,주차 가능,무료,"매주 월, 화요일/설날, 추석 당일","일반 5,000원 / 어린이 및 청소년 3,000원","하절기 11:00~19:00<br />
동절기 10:00~18:00","건축연면적 679㎡<br />
전시면적 155㎡",
2550763,100명 수용가능,불가,없음,불가,,보름산미술관 031-985-0005,주차가능(약 20대),무료,"매주 월요일, 1월 1일, 설날과 추석 연휴","개인 무료 / 단체 1인당 2,000원(관람 가이드 프로그램 진행)","하절기(4월~10월) 10:00~18:00<br />
동절기(11월~3월)  10:00~17:00<br />
※ 일요일의 경우, 오후 1시부터 오픈","부지면적 2,443㎡, 건축연면적 1,081㎡<br />
전시실 299㎡, 수장고 140㎡, 교육실 74㎡, 자료도서실 43㎡, 카페 74㎡ 등",약 40분
130527,50여명/회,없음,없음,없음,,부천 물 박물관 032-625-3399,주차 가능,,"매주 월요일, 1월1일, 추석/설날",무료,10:00~17:00,,
130530,,없음,없음,불가,,032-661-1282,주차 가능,,"1월 1일, 설/추석 연휴, 월요일, 법정공휴일 다음날","[부천교육박물관, 유럽자기박물관, 부천수석박물관, 부천활박물관, 부천옹기박물관]<br />
어른 - 개인 1,000원 / 단체 800원 / 통합 3,000원<br />
학생(24세 이하) - 개인 600원 / 단체 400원 / 통합 2,000원<br />
어린이(5세 이하), 노인(65세 이상), 국가유공자, 장애인 - 무료<br />
※ 단체 20인 이상<br />
※ 통합권 구매시 부천시 6개박물관(교육, 유럽자기, 수석, 활, 펄벅, 옹기) 관람 가능","09:00~18:00<br />
※ 입장 : 마감 30분 전까지",,
129857,,없음,없음,불가,,부천문화원 032-651-3739,주차 가능,무료,"매주 일요일, 공휴일",,"평일 10:00~18:00<br />
토요일 10:00~17:00",,
130532,,없음,없음,불가,,032-655-2900,주차 가능,,"1월 1일, 설날 및 추석 연휴, 월요일, 법정공휴일 다음날","어른 - 개인 1,000원 / 단체 800원/ 통합 3,000원<br />
학생(초,중,고) - 개인 600원 / 단체 400원/ 통합 2,000원<br />
미취학아동, 노인(65세이상), 국가유공자, 장애인 - 무료 <br />
<br />
※ 통합 : 부천교육박물관, 유럽자기박물관, 부천수석박물관, 부천활박물관, 부천펄벅기념관, 부천옹기박물관<br />
※ 단체 20인 이상",09:00~18:00 (17:30까지 입장),"608㎡ (전시실, 사무실, 수장고 포함)",
130821,열람석 905석,없음,없음,불가,,부천시립꿈빛도서관 032-625-4622,주차 가능(24대),,"매주 월요일, 일요일을 제외한 법정공휴일(단, 국경일이 일요일인 경우 휴관)",무료,"[자료실] 평일 09:00~18:00 / 주말 09:00~17:00<br />
[인문자연과학실] 평일 09:00~22:00 / 주말 09:00~17:00<br />
[열람실] 07:00~22:00",면적 4055.45㎡,
130822,열람석 568석,없음,없음,없음,,032-625-4605,"주차 가능<br />
※ 주차공간이 부족하니 가급적 대중교통 이용",무료,"매주 월요일 및 일요일을 제외한 법정공휴일(단, 국경일이 일요일인 경우에는 휴관)",무료,"[종합자료실] 평일 09:00~22:00 / 주말 09:00~17:00<br />
[열람실] 07:00~22:00","지하1층, 지상3층",
